date_of_sale,address,county,price,vat_exclusive,property_description,property_size,place_id,geocoding_url,latitude,longitude,formatted_address,eircode,accuracy,electoral_district,region,electoral_district_id,bus_distance
20/04/2016,"3 Swan Lake Dr, Loch Gowna, Cavan",Cavan,109000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ_dS6k8J1XkgRuKXy75OD_cg,"https://maps.googleapis.com/maps/api/geocode/json?address=3+Swan+Lake+Dr,+Loch+Gowna,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.87159820000001,-7.531800199999997,"3 Swan Lake Dr, Cornagran, Loch Gowna, Co. Cavan, H12 TV24, Ireland",H12 TV24,ROOFTOP,Scrabby,Border,32093,5.758810782728647
20/04/2016,"40 Thorndale Close, Kingscourt, Cavan",Cavan,140000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ209oXtusYEgRXraO7_rwv6g,"https://maps.googleapis.com/maps/api/geocode/json?address=40+Thorndale+Close,+Kingscourt,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9076493,-6.815100999999999,"40 Thorndale Cl, Dunaree, Kingscourt, Co. Cavan, A82 A314, Ireland",A82 A314,ROOFTOP,Kingscourt,Border,32008,0.6815250014255404
20/04/2016,"42 Woodview, Bailieborough",Cavan,47550.0,No,Second-Hand Dwelling house /Apartment,,ChIJUwdZ7IGqYEgRIeeFit3mTv4,"https://maps.googleapis.com/maps/api/geocode/json?address=42+Woodview,+Bailieborough,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.92132429999999,-6.9780345,"42 Woodview, Drumbannan, Bailieborough, Co. Cavan, A82 R6P4, Ireland",A82 R6P4,ROOFTOP,Bailieborough,Border,32002,0.8029580224042672
20/04/2016,"Apt 4, Swan Lake Dr, Loch Gowna",Cavan,65000.0,No,Second-Hand Dwelling house /Apartment,,ChIJcZvHksJ1XkgRu3ke_rgEkxs,"https://maps.googleapis.com/maps/api/geocode/json?address=Apt+4,+Swan+Lake+Dr,+Loch+Gowna,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8717895,-7.5316733,"4 Swan Lake Dr, Cornagran, Loch Gowna, Co. Cavan, H12 H524, Ireland",H12 H524,ROOFTOP,Scrabby,Border,32093,5.735965999782664
20/04/2016,"Aughakee, Kilnaleck, Cavan",Cavan,110000.0,No,Second-Hand Dwelling house /Apartment,,ChIJyRIDm_3hXUgRgIExl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Aughakee,+Kilnaleck,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8622249,-7.3213784,"Tonylion, Kilnaleck, Co. Cavan, Ireland",,APPROXIMATE,Kilnaleck,Border,32068,0.08201576448137378
20/04/2016,"Plush Cloverhill, Cloverhill, Cavan",Cavan,40000.0,No,Second-Hand Dwelling house /Apartment,,ChIJnRTQTnwRXkgRMMfqN6nHABg,"https://maps.googleapis.com/maps/api/geocode/json?address=Plush+Cloverhill,+Cloverhill,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.08037579999999,-7.3701066000000015,"Knockateery, Cloverhill, Co. Cavan, Ireland",,APPROXIMATE,Castlesaunderson,Border,32047,0.06540115324774587
20/04/2016,"Plush Cloverhill, Cloverhill, Cavan",Cavan,40000.0,No,Second-Hand Dwelling house /Apartment,,ChIJnRTQTnwRXkgRMMfqN6nHABg,"https://maps.googleapis.com/maps/api/geocode/json?address=Plush+Cloverhill,+Cloverhill,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.08037579999999,-7.3701066000000015,"Knockateery, Cloverhill, Co. Cavan, Ireland",,APPROXIMATE,Castlesaunderson,Border,32047,0.06540115324774587
21/04/2016,"3 The Beeches, Swellan, Cava",Cavan,110000.0,No,Second-Hand Dwelling house /Apartment,,ChIJQ9o1qEwMXkgRm3bL95hki-Y,"https://maps.googleapis.com/maps/api/geocode/json?address=3+The+Beeches,+Swellan,+Cava,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.988512,-7.383647999999999,"3 The Beeches, Swellan Lower, Cavan, Co. Cavan, H12 VX02, Ireland",H12 VX02,ROOFTOP,Cavan Rural,Border,32048,1.2449707737339029
21/04/2016,"5 Riverside, Virginia, Cavan",Cavan,105000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ4WDEYdP9XUgRZPZTAkJ_xhI,"https://maps.googleapis.com/maps/api/geocode/json?address=5+Riverside,+Virginia,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8348337,-7.0823719,"5 Main St, Rahardrum, Virginia, Co. Cavan, A82 N9X7, Ireland",A82 N9X7,ROOFTOP,Virginia,Border,32034,0.023434769217593285
21/04/2016,"8 Bothar Building, Ballyconnell, Cavan",Cavan,50000.0,No,Second-Hand Dwelling house /Apartment,,ChIJbaB95Y5rXkgR4OQxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=8+Bothar+Building,+Ballyconnell,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.11621750000001,-7.5839542999999985,"Doon, Ballyconnell, Co. Cavan, Ireland",,APPROXIMATE,Ballyconnell,Border,32015,0.15395147043529345
21/04/2016,"Ashgrove, Knocktemple, Virginia Cavan",Cavan,190000.0,No,Second-Hand Dwelling house /Apartment,,ChIJRdmUb9P9XUgRTSkvnR_4XTw,"https://maps.googleapis.com/maps/api/geocode/json?address=Ashgrove,+Knocktemple,+Virginia+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.80356389999999,-7.088477600000001,"Knockatemple, Virginia, Co. Cavan, A82 PF98, Ireland",A82 PF98,GEOMETRIC_CENTER,Munterconnaught,Border,32033,3.3768340692679035
21/04/2016,"Beech Haven, Killyfassy, Mount Nugent",Cavan,160000.0,No,Second-Hand Dwelling house /Apartment,,ChIJwQI11yTiXUgRabyjvvsU2uU,"https://maps.googleapis.com/maps/api/geocode/json?address=Beech+Haven,+Killyfassy,+Mount+Nugent,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.83332579999999,-7.292501300000001,"Killyfassy, Co. Cavan, Ireland",,APPROXIMATE,Ballymachugh,Border,32040,2.91460550376989
21/04/2016,"Grousehall, Waterloo, Bailieboro",Cavan,127500.0,No,Second-Hand Dwelling house /Apartment,,ChIJjzQZPpuqYEgRAPQxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Grousehall,+Waterloo,+Bailieboro,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9156096,-6.9692941999999976,"Tanderagee, Bailieborough, Co. Cavan, Ireland",,APPROXIMATE,Bailieborough,Border,32002,0.05677986808740256
22/04/2016,"8 Woodford View, Block 2, Cullyleenan",Cavan,49000.0,No,Second-Hand Dwelling house /Apartment,,ChIJmz-KDotrXkgRQdM7btxOv60,"https://maps.googleapis.com/maps/api/geocode/json?address=8+Woodford+View,+Block+2,+Cullyleenan,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.1116848,-7.58356,"Woodford View, Cullyleenan, Ballyconnell, Co. Cavan, Ireland",,ROOFTOP,Ballyconnell,Border,32015,0.4012716319181967
22/04/2016,"Deanery Banks, Belturbet, Cavan",Cavan,65000.0,No,Second-Hand Dwelling house /Apartment,,ChIJeaUV3nUTXkgRG9Ayb5QI-ag,"https://maps.googleapis.com/maps/api/geocode/json?address=Deanery+Banks,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.1015338,-7.437986099999999,"Deanery Banks, Corporation Lands, Co. Cavan, Ireland",,GEOMETRIC_CENTER,Belturbet Urban,Border,32042,0.4382468579911119
25/04/2016,"Rainbow Lodge, Cornalara, Shercock",Cavan,74500.0,No,Second-Hand Dwelling house /Apartment,,ChIJDaO3fAGsYEgR0u5Tu6fHACY,"https://maps.googleapis.com/maps/api/geocode/json?address=Rainbow+Lodge,+Cornalara,+Shercock,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9754468,-6.8723180999999975,"Cornalara, Fair Green, Co. Cavan, Ireland",,APPROXIMATE,Taghart,Border,32013,2.733437227871691
27/04/2016,"4 Millstream, Mullagh, Cavan",Cavan,85000.0,No,Second-Hand Dwelling house /Apartment,,ChIJZcJ0wlj_XUgRP-CJyBhBfmc,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Millstream,+Mullagh,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8113032,-6.9537505999999984,"4 Millstream, Rantavan, Mullagh, Co. Cavan, A82 AP82, Ireland",A82 AP82,ROOFTOP,Mullagh,Border,32010,0.3718206885776285
28/04/2016,"40 Sean Bothar, Latts, Cavan",Cavan,145000.0,No,Second-Hand Dwelling house /Apartment,,ChIJzw59D94NXkgRtvp4iUqlBsM,"https://maps.googleapis.com/maps/api/geocode/json?address=40+Sean+Bothar,+Latts,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.01169909999999,-7.359929400000001,"40 Sean Bhóthar, Latt, Co. Cavan, H12 HN34, Ireland",H12 HN34,ROOFTOP,Cavan Rural,Border,32048,0.26822469192291365
29/04/2016,"37 The Beeches, Drumgola Wood, Cavan",Cavan,145000.0,No,Second-Hand Dwelling house /Apartment,,EiIzNyBUaGUgQmVlY2hlcywgQ28uIENhdmFuLCBJcmVsYW5kIhoSGAoUChIJu_DUQksMXkgRNhCPKWa9uPIQJQ,"https://maps.googleapis.com/maps/api/geocode/json?address=37+The+Beeches,+Drumgola+Wood,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.98784879999999,-7.382711599999999,"37 The Beeches, Swellan Lower, Cavan, Ireland",,RANGE_INTERPOLATED,Cavan Rural,Border,32048,1.1729185280409626
29/04/2016,"7 Drummullan, Farnham, Cavan",Cavan,80000.0,No,Second-Hand Dwelling house /Apartment,,ChIJs62Gzq8NXkgRDX2I84tCLhk,"https://maps.googleapis.com/maps/api/geocode/json?address=7+Drummullan,+Farnham,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.993189,-7.3985889999999985,"Coras Point, Cavan, Ireland",,GEOMETRIC_CENTER,Cavan Rural,Border,32048,1.6850505376345024
29/04/2016,"9 St Marys Rd, Kingscourt, Cavan",Cavan,85000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ-1_eK8OsYEgRvAs1VX2sVrc,"https://maps.googleapis.com/maps/api/geocode/json?address=9+St+Marys+Rd,+Kingscourt,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9102785,-6.817908099999999,"Cluain Dara, Annagh, Kingscourt, Co. Cavan, A82 AF89, Ireland",A82 AF89,GEOMETRIC_CENTER,Kingscourt,Border,32008,0.9583455130826192
29/04/2016,"Garryross, Virginia",Cavan,70000.0,No,Second-Hand Dwelling house /Apartment,,ChIJm43_xcL8XUgRrtJ4LNxmbXc,"https://maps.googleapis.com/maps/api/geocode/json?address=Garryross,+Virginia,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8170075,-7.1598804000000005,"Garryross, Co. Cavan, Ireland",,APPROXIMATE,Castlerahan,Border,32030,5.438150595196778
29/04/2016,"Unit 2, The Courtyard, Cornadarragh Forest Park",Cavan,75000.0,No,Second-Hand Dwelling house /Apartment,,ChIJy_qM7hUTXkgRPwETt4gs7V8,"https://maps.googleapis.com/maps/api/geocode/json?address=Unit+2,+The+Courtyard,+Cornadarragh+Forest+Park,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.08920519999999,-7.461307499999997,"The Courtyard, Cornadarragh Forest Lodges, Co. Cavan, Ireland",,APPROXIMATE,Kilconny,Border,32064,0.9346973364851356
03/05/2016,"39 Twin Oaks, Bailieborough, Cavan",Cavan,80000.0,No,Second-Hand Dwelling house /Apartment,,ChIJjzQZPpuqYEgRAPQxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=39+Twin+Oaks,+Bailieborough,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9156096,-6.9692941999999976,"Tanderagee, Bailieborough, Co. Cavan, Ireland",,APPROXIMATE,Bailieborough,Border,32002,0.05677986808740256
04/05/2016,"5 The Fairways, Belturbet, Cavan",Cavan,32000.0,No,Second-Hand Dwelling house /Apartment,,ChIJG4Ms2p4TXkgRQVoVV7LX9_0,"https://maps.googleapis.com/maps/api/geocode/json?address=5+The+Fairways,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0988118,-7.429516099999999,"5 The Fairways, Corporation Lands, Belturbet, Co. Cavan, Ireland",,ROOFTOP,Belturbet Urban,Border,32042,0.10103547319635647
04/05/2016,"6 Drummullen, Farnham",Cavan,69000.0,No,Second-Hand Dwelling house /Apartment,,ChIJs62Gzq8NXkgRDX2I84tCLhk,"https://maps.googleapis.com/maps/api/geocode/json?address=6+Drummullen,+Farnham,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.993189,-7.3985889999999985,"Coras Point, Cavan, Ireland",,GEOMETRIC_CENTER,Cavan Rural,Border,32048,1.6850505376345024
04/05/2016,"Corgreagh, Kill, Cootehill",Cavan,35000.0,No,Second-Hand Dwelling house /Apartment,,ChIJh5vF5r8EXkgRJuYkAdpNm0A,"https://maps.googleapis.com/maps/api/geocode/json?address=Corgreagh,+Kill,+Cootehill,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.02501520000001,-7.1522586,"Corgreagh, Co. Cavan, Ireland",,APPROXIMATE,Tullyvin West,Border,32079,2.8082377598409733
04/05/2016,"The Old School House, Gowna, Cavan",Cavan,30000.0,No,Second-Hand Dwelling house /Apartment,,ChIJZ_y6IiobXkgRYABAudhikYA,"https://maps.googleapis.com/maps/api/geocode/json?address=The+Old+School+House,+Gowna,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0496764,-7.185983200000001,"Tullavally Tullyvin, Cootehill, Co. Cavan, Ireland",,GEOMETRIC_CENTER,Rakenny,Border,32074,1.144412739565318
05/05/2016,"3 The Fairways, Belturbet, Cavan",Cavan,39000.0,No,Second-Hand Dwelling house /Apartment,,ChIJC6px2Z4TXkgRZ1TtNhJkeMs,"https://maps.googleapis.com/maps/api/geocode/json?address=3+The+Fairways,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.09873470000001,-7.4295405,"3 The Fairways, Corporation Lands, Belturbet, Co. Cavan, Ireland",,ROOFTOP,Belturbet Urban,Border,32042,0.09751008378529516
05/05/2016,"49 Dartry Pk, Cootehill, Cavan",Cavan,95000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ8yrUA98cXkgRo35qiq2RjkE,"https://maps.googleapis.com/maps/api/geocode/json?address=49+Dartry+Pk,+Cootehill,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.06999370000001,-7.079650300000001,"49 Dartry Park, Drumaveil North, Cootehill, Co. Cavan, H16 E201, Ireland",H16 E201,ROOFTOP,Cootehill Urban,Border,32051,0.32063959830192795
05/05/2016,"Inishmore, Butlers Bridge, Cavan",Cavan,210000.0,No,Second-Hand Dwelling house /Apartment,,ChIJA00We4YSXkgRe1laj6fXPDY,"https://maps.googleapis.com/maps/api/geocode/json?address=Inishmore,+Butlers+Bridge,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0382931,-7.4273243,"Inishmore, The Orchard, Co. Cavan, Ireland",,APPROXIMATE,Carrafin,Border,32046,3.1453654752897875
06/05/2016,"2 Ard Aoibhinn, Mullagh Rd, Virginia",Cavan,225000.0,No,Second-Hand Dwelling house /Apartment,,ChIJG25P4MgNXkgRjTL6dZUYyWA,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Ard+Aoibhinn,+Mullagh+Rd,+Virginia,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9979914,-7.3734924999999985,"Ard Aoibhinn, Farnham Rd, Swellan Upper, Cavan, Ireland",,ROOFTOP,Cavan Rural,Border,32048,0.09554775689033593
06/05/2016,"6 Oldtown Manor, Cavan",Cavan,88105.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,EiM2IE9sZHRvd24gTWFub3IsIENvLiBDYXZhbiwgSXJlbGFuZCIaEhgKFAoSCftf8U8eDF5IEd4jOJTFV7yOEAY,"https://maps.googleapis.com/maps/api/geocode/json?address=6+Oldtown+Manor,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.96690690000001,-7.343259,"6 Oldtown Manor, Rathcorick, Co. Cavan, Ireland",,RANGE_INTERPOLATED,Moynehall,Border,32073,1.8246661649969813
06/05/2016,"Corgreagh, Poles, Cavan",Cavan,170000.0,No,Second-Hand Dwelling house /Apartment,,ChIJyYTMmAwPXkgRSpj-DqcwDU8,"https://maps.googleapis.com/maps/api/geocode/json?address=Corgreagh,+Poles,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9908637,-7.2622063,"Corgreagh, Caragh, Co. Cavan, Ireland",,APPROXIMATE,Stradone,Border,32077,3.079002299317051
06/05/2016,"Cormeen, Ballyjamesduff, Cavan",Cavan,64500.0,No,Second-Hand Dwelling house /Apartment,,ChIJTzigk9b8XUgRoK0xl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Cormeen,+Ballyjamesduff,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8206916,-7.172865199999999,"Cormeen, Co. Cavan, Ireland",,APPROXIMATE,Castlerahan,Border,32030,5.280118595512726
06/05/2016,"Railway Rd, Killeshandra, Cavan",Cavan,51000.0,No,Second-Hand Dwelling house /Apartment,,ChIJXauzJM0NXkgRhs1I6AFGK-U,"https://maps.googleapis.com/maps/api/geocode/json?address=Railway+Rd,+Killeshandra,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.99110349999999,-7.365867,"Railway Rd, Cavan, Ireland",,GEOMETRIC_CENTER,Cavan Urban,Border,32001,0.1657508616757823
09/05/2016,"15 Shamrock Dr, Kingscourt, Cavan",Cavan,135000.0,No,Second-Hand Dwelling house /Apartment,,ChIJc-kNpd6sYEgRVeK-XsZSH38,"https://maps.googleapis.com/maps/api/geocode/json?address=15+Shamrock+Dr,+Kingscourt,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9091073,-6.8091694,"15 Shamrock Dr, Baileboro Rd, Dunaree, Kingscourt, Co. Cavan, A82 EY24, Ireland",A82 EY24,ROOFTOP,Kingscourt,Border,32008,0.4195860937802912
11/05/2016,"8 Maple Dr, Drumgols Woods",Cavan,75000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ41dRHQoOXkgRxU03T9eX7cI,"https://maps.googleapis.com/maps/api/geocode/json?address=8+Maple+Dr,+Drumgols+Woods,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.018198700000006,-7.35407,"8 Maple Dr, Drumherrish, Drumgola Wood, Co. Cavan, H12 DR40, Ireland",H12 DR40,ROOFTOP,Cavan Rural,Border,32048,0.5912576622169906
11/05/2016,"Corduff, Ballinagh, Cavan",Cavan,50000.0,No,Second-Hand Dwelling house /Apartment,,ChIJy20vvSwLXkgR4iaBbVOmT8E,"https://maps.googleapis.com/maps/api/geocode/json?address=Corduff,+Ballinagh,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9055786,-7.440614300000001,"Corduff, Co. Cavan, Ireland",,APPROXIMATE,Ballintemple,Border,32038,2.502413410990488
12/05/2016,"1 Lisdarn Heights, Swellan Upper, Cavan",Cavan,82500.0,No,Second-Hand Dwelling house /Apartment,,ChIJozTYZMgNXkgRwiNKve62lo4,"https://maps.googleapis.com/maps/api/geocode/json?address=1+Lisdarn+Heights,+Swellan+Upper,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9997097,-7.376286,"Lisdarn Heights, Swellan Upper, Co. Cavan, Ireland",,ROOFTOP,Cavan Rural,Border,32048,0.07236843084404433
12/05/2016,"36 Heatherfield, Rakeevan, Bailieborough",Cavan,90000.0,No,Second-Hand Dwelling house /Apartment,,ChIJs6Um_pCqYEgRroy4XNr74DY,"https://maps.googleapis.com/maps/api/geocode/json?address=36+Heatherfield,+Rakeevan,+Bailieborough,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9130376,-6.9593260999999975,"36 Heatherfield, Rakeevan, Bailieborough, Co. Cavan, A82 K2R8, Ireland",A82 K2R8,ROOFTOP,Bailieborough,Border,32002,0.7469414685282366
12/05/2016,"Corriga, Crosskeys, Cavan",Cavan,185000.0,No,Second-Hand Dwelling house /Apartment,,ChIJywQbzMgIXkgRQDrpN6nHABg,"https://maps.googleapis.com/maps/api/geocode/json?address=Corriga,+Crosskeys,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.94669709999999,-7.2552957,"Corriga, Marahill, Co. Cavan, Ireland",,APPROXIMATE,Crosskeys,Border,32055,1.8544394475781123
13/05/2016,"26 Ring View Fort Village, Gortnakesh",Cavan,93000.0,No,Second-Hand Dwelling house /Apartment,,EixGb3J0IFZpbGxhZ2UsIEdvcnRuYWtlc2gsIENvLiBDYXZhbiwgSXJlbGFuZCIuKiwKFAoSCTcGaiEkDF5IERCzrX9vBds_EhQKEgmraeGuJgxeSBHiPscZqMcAJg,"https://maps.googleapis.com/maps/api/geocode/json?address=26+Ring+View+Fort+Village,+Gortnakesh,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9761505,-7.351276800000001,"Fort Village, Gortnakesh, Cavan, Ireland",,GEOMETRIC_CENTER,Moynehall,Border,32073,0.809562432768102
13/05/2016,"34 Thorndale Close, Kingscourt, Cavan",Cavan,112500.0,No,Second-Hand Dwelling house /Apartment,,ChIJxTUJV9usYEgRUoyjV-0Yp48,"https://maps.googleapis.com/maps/api/geocode/json?address=34+Thorndale+Close,+Kingscourt,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.90769040000001,-6.8160009000000015,"34 Thorndale Cl, Dunaree, Kingscourt, Co. Cavan, A82 A004, Ireland",A82 A004,ROOFTOP,Kingscourt,Border,32008,0.7400436335383334
16/05/2016,"15 Ard Aoibhinn, Farnham Rd, Cavan",Cavan,70000.0,No,Second-Hand Dwelling house /Apartment,,ChIJG25P4MgNXkgRjTL6dZUYyWA,"https://maps.googleapis.com/maps/api/geocode/json?address=15+Ard+Aoibhinn,+Farnham+Rd,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9979914,-7.3734924999999985,"Ard Aoibhinn, Farnham Rd, Swellan Upper, Cavan, Ireland",,ROOFTOP,Cavan Rural,Border,32048,0.09554775689033593
17/05/2016,"Annagharanett Kilinkere, Virginia, Cavan",Cavan,190000.0,No,Second-Hand Dwelling house /Apartment,,ChIJb_vThNP9XUgRsH4xl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Annagharanett+Kilinkere,+Virginia,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8344096,-7.0813222000000025,"Rahardrum, Virginia, Co. Cavan, Ireland",,APPROXIMATE,Virginia,Border,32034,0.0466781828233057
18/05/2016,"9 Maple Drive, Drumgola Woods, Cavan Town",Cavan,100000.0,No,Second-Hand Dwelling house /Apartment,,ChIJV5gt9gkOXkgR0pQMIrYMALs,"https://maps.googleapis.com/maps/api/geocode/json?address=9+Maple+Drive,+Drumgola+Woods,+Cavan+Town,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0182726,-7.353872899999999,"9 Maple Dr, Drumherrish, Drumgola Wood, Co. Cavan, H12 AT81, Ireland",H12 AT81,ROOFTOP,Cavan Rural,Border,32048,0.6056973068376853
18/05/2016,"Ballyneary, Butler'S Bridge",Cavan,140000.0,No,Second-Hand Dwelling house /Apartment,,ChIJKToi21sSXkgR6yGDH4IONho,"https://maps.googleapis.com/maps/api/geocode/json?address=Ballyneary,+Butler'S+Bridge,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.059271,-7.4179799,"Ballyneary, Co. Cavan, Ireland",,APPROXIMATE,Carrafin,Border,32046,1.5300834461720465
18/05/2016,"The Cottage Gortnacleigh, Milltown, Bellturbet",Cavan,40000.0,No,Second-Hand Dwelling house /Apartment,,ChIJA91trNYSXkgRr6CiDYssVGc,"https://maps.googleapis.com/maps/api/geocode/json?address=The+Cottage+Gortnacleigh,+Milltown,+Bellturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.065573,-7.477503,"monea, belturbet, Co. Cavan, Ireland",,GEOMETRIC_CENTER,Milltown,Border,32072,3.7012303232720742
19/05/2016,"2  Castlepoles, Arva",Cavan,100000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJlfzPBBF0XkgREjD7uyKpK2o,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Castlepoles,+Arva,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.920327,-7.5461360000000015,"Castlepoles, Coronea, Co. Cavan, Ireland",,APPROXIMATE,Arvagh,Border,32036,1.4887605819658116
19/05/2016,"Ardnas, Tullylorcan, Baileborough",Cavan,180000.0,No,Second-Hand Dwelling house /Apartment,,ChIJtSJNQjICXkgRsS0m0GzVyDE,"https://maps.googleapis.com/maps/api/geocode/json?address=Ardnas,+Tullylorcan,+Baileborough,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9766803,-7.0468885,"Tullylorcan, Co. Cavan, Ireland",,APPROXIMATE,Canningstown,Border,32045,3.608192751863813
19/05/2016,"Lower Main St, Bailieborough, Main St",Cavan,36000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ5W6aeoOqYEgRlojvksuutFg,"https://maps.googleapis.com/maps/api/geocode/json?address=Lower+Main+St,+Bailieborough,+Main+St,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9174592,-6.9722068,"Lower Main Street, Beckscourt, Bailieborough, Co. Cavan, Ireland",,ROOFTOP,Bailieborough,Border,32002,0.2291242015264852
