date_of_sale,address,county,price,vat_exclusive,property_description,property_size,accuracy,eircode,latitude,longitude,geocoding_url,formatted_address,place_id,electoral_district,region,electoral_district_id,bus_distance
08/08/2016,"2 Cois Chnoic, Dr. Mckenna Terrace, Tirkeenan",Monaghan,136563.87,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ROOFTOP,H18 DN82,54.24465920000001,-6.966910799999999,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Cois+Chnoic,+Dr.+Mckenna+Terrace,+Tirkeenan,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","2 Cois Chnoic, Connolly Park, Monaghan, H18 DN82, Ireland",ChIJjTWKsESfYEgRVW_nfIW7OHo,Monaghan Urban,Border,34004,0.31109632205904536
11/08/2016,"Callenberg, Inniskeen, Monaghan",Monaghan,200000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,53.97926999999999,-6.5926300000000015,"https://maps.googleapis.com/maps/api/geocode/json?address=Callenberg,+Inniskeen,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Cornagarvoge, Callenberg, Co. Monaghan, Ireland",ChIJazJKYDK0YEgRl53AtnToxdA,Inishkeen,Border,34015,2.6243292186188607
12/08/2016,"Drumintin, Dartry, Rockcorry",Monaghan,190000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.11399369999999,-7.0729466,"https://maps.googleapis.com/maps/api/geocode/json?address=Drumintin,+Dartry,+Rockcorry,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Drumintin, Fairgreen, Co. Monaghan, Ireland",ChIJ_8CPdrodXkgRElFTu6fHACY,Dawsongrove,Border,34039,3.6872187046037608
15/08/2016,"26 Ascaill Rois, Magheraboy Road, Carrickmacross",Monaghan,167401.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ROOFTOP,A81 C567,53.96702020000001,-6.7183696,"https://maps.googleapis.com/maps/api/geocode/json?address=26+Ascaill+Rois,+Magheraboy+Road,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","26 Ascáill Róis, Magheraboy Rd, Magheross, Carrickmacross, Co. Monaghan, A81 C567, Ireland",ChIJmUMtkTmyYEgRj_3KSeHqqQs,Carrickmacross Rural,Border,34007,0.9554463497952804
15/08/2016,"73 Alderwood, Carrickmacross, Monaghan",Monaghan,176000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,A81 YX02,53.98055600000001,-6.7109727,"https://maps.googleapis.com/maps/api/geocode/json?address=73+Alderwood,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","73 Alderwood, Cloghvally Upper, Carrickmacross, Co. Monaghan, A81 YX02, Ireland",ChIJbxj66CuyYEgRMPdXHap-O-4,Carrickmacross Rural,Border,34007,0.7592862059349997
16/08/2016,"95 Alderwood, Carrickmacross",Monaghan,188000.0,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,ROOFTOP,A81 X478,53.9806466,-6.7093703,"https://maps.googleapis.com/maps/api/geocode/json?address=95+Alderwood,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","95 Alderwood, Cloghvally Upper, Carrickmacross, Co. Monaghan, A81 X478, Ireland",ChIJD959lyuyYEgRyeroceKefxw,Carrickmacross Rural,Border,34007,0.8415710960741738
16/08/2016,"Apartment 1 Market Square, Castleblaney",Monaghan,30000.0,No,Second-Hand Dwelling house /Apartment,,GEOMETRIC_CENTER,,54.120189,-6.7385,"https://maps.googleapis.com/maps/api/geocode/json?address=Apartment+1+Market+Square,+Castleblaney,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Main St, Conabury, Castleblayney, Co. Monaghan, Ireland",ChIJfUhOgKm7YEgRxXu0RfC8WFA,Castleblayney Urban,Border,34002,0.17645489540889445
16/08/2016,"Apartment 2 Market Square, Castleblayney",Monaghan,30000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,,54.1202324,-6.735522500000001,"https://maps.googleapis.com/maps/api/geocode/json?address=Apartment+2+Market+Square,+Castleblayney,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Apartment 2, Onomy House, Main St, Conabury, Castleblayney, Co. Monaghan, Ireland",ChIJFWUnfqm7YEgRClQxUu0SYuw,Castleblayney Urban,Border,34002,0.1550036076229315
19/08/2016,"11 Alderwood, Carrickmacross, Monaghan",Monaghan,164000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,A81 H429,53.9787557,-6.710759599999999,"https://maps.googleapis.com/maps/api/geocode/json?address=11+Alderwood,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","11 Alderwood, Cloghvally Upper, Carrickmacross, Co. Monaghan, A81 H429, Ireland",ChIJl6paBSyyYEgRTS8Cs8sU1pw,Carrickmacross Rural,Border,34007,0.6408960031844709
19/08/2016,"No1 Liseggerton Tce, Church Hill, Clones",Monaghan,58000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.1879324,-7.2437796999999975,"https://maps.googleapis.com/maps/api/geocode/json?address=No1+Liseggerton+Tce,+Church+Hill,+Clones,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Liseggerton, Co. Monaghan, Ireland",ChIJfTEpqlwYXkgRYijIGajHACY,Clones Rural,Border,34036,1.0377375215944724
22/08/2016,"8 Carn Gardens, Newtownbutler Rd, Clones",Monaghan,32500.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,,54.18108960000001,-7.2360083,"https://maps.googleapis.com/maps/api/geocode/json?address=8+Carn+Gardens,+Newtownbutler+Rd,+Clones,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Carn Gardens, Newtownbutler Rd, Crossmoyle, Clones, Co. Monaghan, Ireland",ChIJkZgSyVEYXkgRLvhltPJT3ys,Clones Urban,Border,34003,0.2545088526162909
23/08/2016,"45 Wylies Hill, Ballybay, Monaghan",Monaghan,95000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,A75 FX68,54.1314743,-6.8931321999999975,"https://maps.googleapis.com/maps/api/geocode/json?address=45+Wylies+Hill,+Ballybay,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","45 Wylie's Hill, Knocknamaddy, Ballybay, Co. Monaghan, A75 FX68, Ireland",ChIJRZXURhSkYEgR9NurxPdICjc,Ballybay Rural,Border,34021,0.6227065251680552
25/08/2016,"2 Market House Lane, Emyvale, Monaghan",Monaghan,87500.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,H18 TR24,54.34085379999999,-6.960388900000001,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Market+House+Lane,+Emyvale,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","2 Market House Ln, Derrygassan Upper, Emyvale, Co. Monaghan, H18 TR24, Ireland",ChIJSUXnBPObYEgRn5SU7rv5nBk,Emyvale,Border,34057,0.06225062493042952
25/08/2016,"28 Old Cross Sq, Monaghan, Monaghan",Monaghan,50000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,H18 VF62,54.2469502,-6.9650735999999975,"https://maps.googleapis.com/maps/api/geocode/json?address=28+Old+Cross+Sq,+Monaghan,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","28 Old Cross Square, Tirkeenan, Monaghan, H18 VF62, Ireland",ChIJdWpEVUSfYEgRcErPu-c3Cuc,Monaghan Urban,Border,34004,0.3563270912778494
25/08/2016,"79 Drumbear Wood, Cootehill Rd, Monaghan",Monaghan,185000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,H18 P522,54.23309820000001,-6.9657607000000015,"https://maps.googleapis.com/maps/api/geocode/json?address=79+Drumbear+Wood,+Cootehill+Rd,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","79 Drumbear Wood, Killyvane, Monaghan, H18 P522, Ireland",ChIJqy6D_eGhYEgR2rn2FjIPSes,Monaghan Rural,Border,34063,0.20330984485683973
25/08/2016,"Annalitten, Castleblaney, Monaghan",Monaghan,10000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.0880088,-6.705852999999999,"https://maps.googleapis.com/maps/api/geocode/json?address=Annalitten,+Castleblaney,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Annalittin, Co. Monaghan, Ireland",ChIJif13Y2y6YEgR6_dnGqWrlHc,Castleblayney Rural,Border,34027,2.323978822225397
25/08/2016,"Corcuilloge, Carrickmacross, Monaghan",Monaghan,100000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,53.9853803,-6.6920550999999975,"https://maps.googleapis.com/maps/api/geocode/json?address=Corcuilloge,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Corcuilloge, Co. Monaghan, Ireland",ChIJjyroBtizYEgR_j3G6GokERs,Ballymackney,Border,34005,1.6867993797788918
26/08/2016,"Seamar, Park Road, Monaghan",Monaghan,120000.0,No,Second-Hand Dwelling house /Apartment,,GEOMETRIC_CENTER,,54.2442915,-6.979552099999999,"https://maps.googleapis.com/maps/api/geocode/json?address=Seamar,+Park+Road,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Park Rd, Monaghan, Ireland",ChIJQclGiWifYEgR-z-im4Cd1UQ,Monaghan Rural,Border,34063,0.5389004508683318
29/08/2016,"3 Convent View, Carrickmacross, Monaghan",Monaghan,132000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,A81 R585,53.9742154,-6.714401,"https://maps.googleapis.com/maps/api/geocode/json?address=3+Convent+View,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","3 Convent View, Drummond Otra, Carrickmacross, Co. Monaghan, A81 R585, Ireland",ChIJ_W-x0y-yYEgRHPmM98Hnlvk,Carrickmacross Urban,Border,34001,0.3358299694694447
29/08/2016,"33 High St, Monaghan",Monaghan,176000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,H18 RW59,54.2494267,-6.972690099999999,"https://maps.googleapis.com/maps/api/geocode/json?address=33+High+St,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","33 High St, Mullaghmonaghan, Monaghan, H18 RW59, Ireland",ChIJedLlfkGfYEgRxHPXYnluyLM,Monaghan Urban,Border,34004,0.1170272800632984
29/08/2016,"60 Riverside, Coolshannagh, Monaghan",Monaghan,84000.0,No,Second-Hand Dwelling house /Apartment,,RANGE_INTERPOLATED,,54.255547,-6.967011099999999,"https://maps.googleapis.com/maps/api/geocode/json?address=60+Riverside,+Coolshannagh,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","60 Riverside, Coolshannagh, Monaghan, Ireland",Eh82MCBSaXZlcnNpZGUsIE1vbmFnaGFuLCBJcmVsYW5kIhoSGAoUChIJ_eZsezifYEgRDomeOW8Sn7oQPA,Monaghan Rural,Border,34063,0.061031032707962674
29/08/2016,"Derryallaghan, Knockatallon, Scotstown",Monaghan,130000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.29016919999999,-7.1674435,"https://maps.googleapis.com/maps/api/geocode/json?address=Derryallaghan,+Knockatallon,+Scotstown,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Derryallaghan, Co. Monaghan, Ireland",ChIJ1U6C3UMhXkgRY3A2w5h0N8w,Sheskin,Border,34067,8.876359952625409
02/09/2016,"3 Fairview Crescent, Killygoan, Monaghan",Monaghan,92000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,H18 V104,54.2412078,-6.966594499999999,"https://maps.googleapis.com/maps/api/geocode/json?address=3+Fairview+Crescent,+Killygoan,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","3 Fairview Cres, Killygowan, Monaghan, H18 V104, Ireland",ChIJHSRHglufYEgRCoi1p8AvObs,Monaghan Rural,Border,34063,0.14266086621148535
05/09/2016,"Lisanisk, Carrickmacross, Monaghan",Monaghan,250000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,53.97647420000001,-6.7026224,"https://maps.googleapis.com/maps/api/geocode/json?address=Lisanisk,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Lisanisk, Co. Monaghan, Ireland",ChIJ85edtdKzYEgR-M-lU8gnGDI,Ballymackney,Border,34005,0.6106635248539877
06/09/2016,"Lower Main Street, Newbliss",Monaghan,27000.0,No,Second-Hand Dwelling house /Apartment,,GEOMETRIC_CENTER,,54.15563349999999,-7.139442799999999,"https://maps.googleapis.com/maps/api/geocode/json?address=Lower+Main+Street,+Newbliss,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Lower Main St, Lisdarragh, Co. Monaghan, Ireland",ChIJh9DUWLgeXkgRnQ2jm1q-exI,Newbliss,Border,34045,5.418082840574239
07/09/2016,"Duncara, Cara St, Clones",Monaghan,50000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,,54.1776656,-7.234486500000001,"https://maps.googleapis.com/maps/api/geocode/json?address=Duncara,+Cara+St,+Clones,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Duncara House, Cara St, Crossmoyle, Clones, Co. Monaghan, Ireland",ChIJV3geP1IYXkgR1kWEuRzTEro,Clones Urban,Border,34003,0.2171534134700476
08/09/2016,"4 Monaghan Street, Carrickmacross, Monaghan",Monaghan,40000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,A81 KC85,53.97811460000001,-6.7188911,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Monaghan+Street,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","4 Monaghan St, Drummond Etra, Carrickmacross, Co. Monaghan, A81 KC85, Ireland",ChIJBxKp9yWyYEgRQMOJWW4goC0,Carrickmacross Urban,Border,34001,0.2794003780378841
08/09/2016,"No. 35 Ascail Rois, Carrickmacross",Monaghan,145374.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ROOFTOP,A81 K094,53.96660960000001,-6.718806,"https://maps.googleapis.com/maps/api/geocode/json?address=No.+35+Ascail+Rois,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","35 Ascáill Róis, Magheraboy Rd, Magheross, Carrickmacross, Co. Monaghan, A81 K094, Ireland",ChIJjUh7ojmyYEgRaUyfRXgvbEE,Carrickmacross Rural,Border,34007,1.000386410986163
14/09/2016,"15 St Patricks St, Ballybay, Monaghan",Monaghan,30000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,A75 EA43,54.1304478,-6.9034493,"https://maps.googleapis.com/maps/api/geocode/json?address=15+St+Patricks+St,+Ballybay,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","15 St Patricks St, Cornamucklaglass, Ballybay, Co. Monaghan, A75 EA43, Ireland",ChIJ9VYJzxmkYEgRbeI5V4Dmdpw,Ballybay Urban,Border,34022,0.09407512164823983
15/09/2016,"Cumry, Ballybay",Monaghan,158000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.1127076,-6.941074599999999,"https://maps.googleapis.com/maps/api/geocode/json?address=Cumry,+Ballybay,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Cumry, Co. Monaghan, Ireland",ChIJY33krfKmYEgRmNzJ-gskX2Y,Anny,Border,34035,3.0338825435043653
20/09/2016,"19 20 Market St, Monaghan, Monaghan",Monaghan,40000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,H18 RK18,54.24755749999999,-6.9726617000000015,"https://maps.googleapis.com/maps/api/geocode/json?address=19+20+Market+St,+Monaghan,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","19, 20 Market St, Mullaghmonaghan, Monaghan, H18 RK18, Ireland",Ei0xOSwgMjAgTWFya2V0IFN0LCBNb25hZ2hhbiwgSDE4IFJLMTgsIElyZWxhbmQiHhocChYKFAoSCePzcktCn2BIEekd5zb1CNGxEgIxOQ,Monaghan Urban,Border,34004,0.1429245616885359
20/09/2016,"First Floor, 19 20 Market Street, Monaghan",Monaghan,30000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,H18 RK18,54.24755749999999,-6.9726617000000015,"https://maps.googleapis.com/maps/api/geocode/json?address=First+Floor,+19+20+Market+Street,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Floor, 19, 20 Market St, Mullaghmonaghan, Monaghan, H18 RK18, Ireland",EjRGbG9vciwgMTksIDIwIE1hcmtldCBTdCwgTW9uYWdoYW4sIEgxOCBSSzE4LCBJcmVsYW5kIiUaIwoWChQKEgnj83JLQp9gSBHpHec29QjRsRIJRmxvb3IsIDE5,Monaghan Urban,Border,34004,0.1429245616885359
22/09/2016,"12 York St, Castleblayney",Monaghan,75000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.120659,-6.739737400000001,"https://maps.googleapis.com/maps/api/geocode/json?address=12+York+St,+Castleblayney,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Moraghy, Castleblayney, Co. Monaghan, Ireland",ChIJYQqi76q7YEgR4Okxl6nHAAo,Castleblayney Urban,Border,34002,0.2702861594145769
22/09/2016,"23 Ard Veagh, Ballybay",Monaghan,69450.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,APPROXIMATE,,54.12946170000001,-6.9027864,"https://maps.googleapis.com/maps/api/geocode/json?address=23+Ard+Veagh,+Ballybay,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Cornamucklaglass, Ballybay, Co. Monaghan, Ireland",ChIJJZs_LhikYEgRQUZ-llOXBGI,Ballybay Urban,Border,34022,0.060089268980791935
23/09/2016,"Asher, Drumcattan, Inniskeen",Monaghan,94000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.011729,-6.631232400000001,"https://maps.googleapis.com/maps/api/geocode/json?address=Asher,+Drumcattan,+Inniskeen,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Drumcattan, Co. Monaghan, Ireland",ChIJX1UvN8e2YEgRMoNUu6fHACY,Kiltybegs,Border,34017,2.6203598871486697
26/09/2016,"1 Oisin Vale, Emyvale, Monaghan",Monaghan,87500.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,H18 FC98,54.3690513,-6.9612851,"https://maps.googleapis.com/maps/api/geocode/json?address=1+Oisin+Vale,+Emyvale,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","1, Drumcondra, Oisin Vale, Co. Monaghan, H18 FC98, Ireland",ChIJ9aRPFHebYEgRgkPXbTcxR4Q,Anketell Grove,Border,34047,3.1340966708299907
26/09/2016,"120 Mullaghmatt, Monaghan, Monaghan",Monaghan,56000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.2384157,-6.986078599999999,"https://maps.googleapis.com/maps/api/geocode/json?address=120+Mullaghmatt,+Monaghan,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Mullaghmatt, Monaghan, Ireland",ChIJsVfVd2SfYEgRUoXBGajHACY,Monaghan Rural,Border,34063,0.16768649317664358
26/09/2016,"30 Ascaill Rois, Magheraboy Road, Carrickmacross",Monaghan,144052.88,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ROOFTOP,A81 WP86,53.96670040000001,-6.7183984999999975,"https://maps.googleapis.com/maps/api/geocode/json?address=30+Ascaill+Rois,+Magheraboy+Road,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","30 Ascáill Róis, Magheraboy Rd, Magheross, Carrickmacross, Co. Monaghan, A81 WP86, Ireland",ChIJPZ7QlzmyYEgRegKPs7OvdVo,Carrickmacross Rural,Border,34007,0.9909176625333782
26/09/2016,"8 Cuchullian Terrace, Castleblaney Rd, Carrickmacross",Monaghan,100000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,,53.97974019999999,-6.7171669000000005,"https://maps.googleapis.com/maps/api/geocode/json?address=8+Cuchullian+Terrace,+Castleblaney+Rd,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Cuchulainn Terrace, Castleblaney Rd, Cloghvally Upper, Carrickmacross, Co. Monaghan, Ireland",ChIJDa7gxyiyYEgRQwmYyY2e0mA,Carrickmacross Urban,Border,34001,0.4748966127809455
27/09/2016,"108 Beechgrove Lawns, Monaghan, Monaghan",Monaghan,112000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,H18 YR25,54.23361860000001,-6.9715646,"https://maps.googleapis.com/maps/api/geocode/json?address=108+Beechgrove+Lawns,+Monaghan,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","108 Beechgrove Lawns, Drumbear, Monaghan, H18 YR25, Ireland",ChIJT4Ga71-fYEgRb-pJziUNhnQ,Monaghan Rural,Border,34063,0.2083755674780176
27/09/2016,"15 Belgium Square, Monaghan Town",Monaghan,54000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,H18 NX90,54.25460770000001,-6.9661440999999975,"https://maps.googleapis.com/maps/api/geocode/json?address=15+Belgium+Square,+Monaghan+Town,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","15 Belgian Square, Roosky, Monaghan, H18 NX90, Ireland",ChIJJ9KWhUefYEgRsYQgI1fIXkI,Monaghan Urban,Border,34004,0.06408966941032823
28/09/2016,"Conabury, Castleblayney, Monaghan",Monaghan,335000.0,No,Second-Hand Dwelling house /Apartment,,GEOMETRIC_CENTER,,54.1128013,-6.7362246,"https://maps.googleapis.com/maps/api/geocode/json?address=Conabury,+Castleblayney,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Conabury Hill, Conabury, Co. Monaghan, Ireland",ChIJ4UZfblW6YEgRJYAFyBVyMBE,Castleblayney Rural,Border,34027,0.6817061761057153
28/09/2016,"Tanmacnally, Rockcorry",Monaghan,45000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.11392729999999,-7.0540325999999975,"https://maps.googleapis.com/maps/api/geocode/json?address=Tanmacnally,+Rockcorry,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Tanmacnally, Fairgreen, Co. Monaghan, Ireland",ChIJzb7bFpQdXkgR9H5eXtQRLQQ,Dawsongrove,Border,34039,2.4650603134204307
29/09/2016,"Garra Devlin, Doohamlet, Castleblaney",Monaghan,145000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,,54.1428578,-6.8192943,"https://maps.googleapis.com/maps/api/geocode/json?address=Garra+Devlin,+Doohamlet,+Castleblaney,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Garradevlin, Co. Monaghan, Ireland",ChIJ9z66trqkYEgREAYHUVbBrPo,Cremartin,Border,34030,2.737254893887757
30/09/2016,"8 Hillcrest Manor, Clontibret, Monaghan",Monaghan,178000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,H18 H678,54.2164788,-6.848733699999999,"https://maps.googleapis.com/maps/api/geocode/json?address=8+Hillcrest+Manor,+Clontibret,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","8 Hillcrest Manor, Lisglassan, Clontibret, Co. Monaghan, H18 H678, Ireland",ChIJIUcWQsCiYEgRkslhdO8rI7Q,Castleshane,Border,34051,1.2539578415918595
04/10/2016,"10 Ros Cluain, The Lurgans, Carrickmacross",Monaghan,170000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,A81 KN79,53.97723449999999,-6.730937299999999,"https://maps.googleapis.com/maps/api/geocode/json?address=10+Ros+Cluain,+The+Lurgans,+Carrickmacross,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","10 Ros Cluain, Lurgans, Carrickmacross, Co. Monaghan, A81 KN79, Ireland",ChIJHe14PiKyYEgRxd8fKbVXrmI,Carrickmacross Rural,Border,34007,0.7993581464212629
06/10/2016,"11 Ard Na Gaoithe, Knockatallon",Monaghan,96916.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ROOFTOP,H18 DK66,54.2975089,-7.140975900000001,"https://maps.googleapis.com/maps/api/geocode/json?address=11+Ard+Na+Gaoithe,+Knockatallon,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","11 Ard Na Gaoithe, Knockatallan, Scotstown, Co. Monaghan, H18 DK66, Ireland",ChIJe-0cWyYhXkgR4NJGVfJ8-2A,Sheskin,Border,34067,8.875911397082307
10/10/2016,"Eldron Cottage, Eldron, Smithborough",Monaghan,240000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,,54.2284336,-7.0913806999999975,"https://maps.googleapis.com/maps/api/geocode/json?address=Eldron+Cottage,+Eldron,+Smithborough,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","Eldron Cottage, Eldron, Smithborough, Co. Monaghan, Ireland",ChIJ0RCUUiAgXkgRzuZmVwzrXrI,Clones,Border,34052,0.7498364536962234
11/10/2016,"47 Manor Wood, The Glen, Monaghan",Monaghan,195000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,H18 RK88,54.24035429999999,-6.972840300000001,"https://maps.googleapis.com/maps/api/geocode/json?address=47+Manor+Wood,+The+Glen,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","47 Manor Wood, Tully, Monaghan, H18 RK88, Ireland",ChIJtdDsmV2fYEgRGuoQM4hQmkI,Monaghan Rural,Border,34063,0.20903659403817748
12/10/2016,"4 Killyconnigan, Monaghan",Monaghan,214600.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,H18 YN40,54.24039200000001,-6.989695599999999,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Killyconnigan,+Monaghan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII","4, Killyconigan, Monaghan, H18 YN40, Ireland",ChIJ68Pc0HqfYEgR0KR5G7JOeP8,Monaghan Rural,Border,34063,0.18394534887518565
