date_of_sale,address,county,price,vat_exclusive,property_description,property_size,eircode,geocoding_url,longitude,latitude,formatted_address,place_id,accuracy,region,electoral_district_id,electoral_district,bus_distance,train_distance
29/07/2016,"Ardbohill, Edgeworthstown, Longford",Longford,35000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Ardbohill,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.608492999999997,53.69568620000001,"Edgeworthstown, Co. Longford, Ireland",ChIJmXt2WZ3aXUgRMHYxl6nHAAo,APPROXIMATE,Midland,09030,Meathas Truim,0.2002153209590292,0.8245604757351226
01/08/2016,"1 Cameron Gate, Main St, Longford",Longford,38000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=1+Cameron+Gate,+Main+St,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.801425099999999,53.7278125,"Cameron Gate, Main St, Deanscurragh, Longford, Ireland",ChIJ23A4BnbTXUgRV6DAoijV1TI,ROOFTOP,Midland,09001,Longford No. 1 Urban,0.05515122940486247,0.5162541212848004
02/08/2016,"Rathmore, Aughnacliffe",Longford,25000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Rathmore,+Aughnacliffe,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.627721500000002,53.85298349999999,"Rathmore, Co. Longford, Ireland",ChIJzzpg19x3XkgRdhWmsIgnv_c,APPROXIMATE,Midland,09040,Ballinamuck East,1.5457515603632177,18.074749425786756
05/08/2016,"111 Cartrun Breac, Lisbrack Road, Longford",Longford,63877.0,Yes,New Dwelling house /Apartment,less than 38 sq metres,N39 FX72,"https://maps.googleapis.com/maps/api/geocode/json?address=111+Cartrun+Breac,+Lisbrack+Road,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.807814599999999,53.7393066,"111 Cartrun Breac, Lisbrack, Longford, Co. Longford, N39 FX72, Ireland",ChIJs0dT3n7TXUgRszMcu_Dz548,ROOFTOP,Midland,09051,Longford Rural,0.2953375917234729,1.8287136827481416
05/08/2016,"26 Church View, Lanesboro, Longford",Longford,66000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=26+Church+View,+Lanesboro,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.9863962,53.67245459999999,"Lanesborough, Co. Longford, Ireland",ChIJ8UtxWE8uXEgRMOUxl6nHAAo,APPROXIMATE,Midland,09055,Rathcline,0.16049079596300322,13.795863489317751
09/08/2016,"Apartment 1, Harbout Point, Longford Town",Longford,44000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Apartment+1,+Harbout+Point,+Longford+Town,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.800740999999999,53.724596,"Apartment 60, Harbour Point, Market Square, Townparks, Longford, Ireland",ChIJ31g2d3XTXUgRSqn52BwQX_s,ROOFTOP,Midland,09001,Longford No. 1 Urban,0.17440392943854574,0.3046575388028558
10/08/2016,"10 Abhainn Glas, Edgeworthstown, Longford",Longford,55000.0,No,Second-Hand Dwelling house /Apartment,,N39 DK44,"https://maps.googleapis.com/maps/api/geocode/json?address=10+Abhainn+Glas,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6166119000000005,53.699726500000004,"10 Abhainn Glas, Tinnynarr, Edgeworthstown, Co. Longford, N39 DK44, Ireland",ChIJI3m9aJ3aXUgRxm0igOfz3ZU,ROOFTOP,Midland,09030,Meathas Truim,0.4337726509705276,1.4839377103284837
10/08/2016,"11 Forthill, Aughnacliffe, Longford",Longford,40000.0,No,Second-Hand Dwelling house /Apartment,,N39 XH36,"https://maps.googleapis.com/maps/api/geocode/json?address=11+Forthill,+Aughnacliffe,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.607091499999999,53.8486578,"11 Forthill, Dunbeggan, Aghnacliff, Co. Longford, N39 XH36, Ireland",ChIJ_ewuDtR3XkgRC5Qjr_PqU7o,ROOFTOP,Midland,09040,Ballinamuck East,0.3123773740504772,17.768346633943175
10/08/2016,"30 Cluain Doire, Newtownforbes",Longford,40000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,N39 WT20,"https://maps.googleapis.com/maps/api/geocode/json?address=30+Cluain+Doire,+Newtownforbes,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.829231599999999,53.76089720000001,"30 Cluain Doire, Lamagh, Newtown Forbes, Co. Longford, N39 WT20, Ireland",ChIJQWA1r5PUXUgRAxKkyGQdfNo,ROOFTOP,Midland,09043,Caldragh,0.7327365660998119,4.607768616563329
12/08/2016,"No 4 Radharc Na Coille, Creeve, Cullyfad",Longford,180000.0,Yes,New Dwelling house /Apartment,less than 38 sq metres,N39 KT59,"https://maps.googleapis.com/maps/api/geocode/json?address=No+4+Radharc+Na+Coille,+Creeve,+Cullyfad,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.835938700000002,53.7669986,"4 Wood View, Townparks, Newtown Forbes, Co. Longford, N39 KT59, Ireland",ChIJy9TbvOvUXUgRGfswUuloaHY,ROOFTOP,Midland,09054,Newtown Forbes,0.06718882478321289,5.414710182824648
15/08/2016,"95 Gleann Riada, Strokestown Rd, Longford",Longford,43000.0,No,Second-Hand Dwelling house /Apartment,,N39 D5P3,"https://maps.googleapis.com/maps/api/geocode/json?address=95+Gleann+Riada,+Strokestown+Rd,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.818158,53.7201012,"95 Gleann Riada, Ballyminion, Longford, N39 D5P3, Ireland",ChIJ3xlAORPTXUgRn525TMiM_u0,ROOFTOP,Midland,09051,Longford Rural,1.3999208866781752,1.5263175274901173
16/08/2016,"10 Canal Dr, Prospect Wood, Longford",Longford,46000.0,No,Second-Hand Dwelling house /Apartment,,N39 X3D1,"https://maps.googleapis.com/maps/api/geocode/json?address=10+Canal+Dr,+Prospect+Wood,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7990688,53.7177515,"10 Canal Dr, Prospect Wood, Longford, N39 X3D1, Ireland",ChIJn8o2EQrTXUgREoo5YQUPhXo,ROOFTOP,Midland,09051,Longford Rural,0.7647559600452004,0.7495219094599931
16/08/2016,"3 Dun Bhrain, Glack, Longford",Longford,37000.0,No,Second-Hand Dwelling house /Apartment,,N39 A3H4,"https://maps.googleapis.com/maps/api/geocode/json?address=3+Dun+Bhrain,+Glack,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7753928,53.7240409,"3 Dún Darrach, Dublin Rd, Knockahaw, Longford, N39 A3H4, Ireland",ChIJESTQi5XTXUgRLkWbpMh7n6c,ROOFTOP,Midland,09051,Longford Rural,0.6244724973981342,1.3436544383663742
17/08/2016,"6 Radharc Na Muileann, Lanesboro",Longford,56000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,N39 C673,"https://maps.googleapis.com/maps/api/geocode/json?address=6+Radharc+Na+Muileann,+Lanesboro,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.9831509999999986,53.668681400000004,"6 Radharc Na Muileann, Knock, Lanesborough, Co. Longford, N39 C673, Ireland",ChIJDbfTDWsuXEgRnipWIMWA9H0,ROOFTOP,Midland,09055,Rathcline,0.5589946554138762,13.785692016885154
17/08/2016,"Longfield, Edgeworthstown",Longford,160000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Longfield,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.608492999999997,53.69568620000001,"Edgeworthstown, Co. Longford, Ireland",ChIJmXt2WZ3aXUgRMHYxl6nHAAo,APPROXIMATE,Midland,09030,Meathas Truim,0.2002153209590292,0.8245604757351226
18/08/2016,"20 Hawthorn Meadows, Ballymahon",Longford,94000.0,No,Second-Hand Dwelling house /Apartment,,N39 AY77,"https://maps.googleapis.com/maps/api/geocode/json?address=20+Hawthorn+Meadows,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7710569000000005,53.5691287,"20 Hawthorn Meadows, Ballymahon, Co. Longford, N39 AY77, Ireland",ChIJMztY2WLLXUgR9qj9RJjeU-M,ROOFTOP,Midland,09004,Ballymahon,0.5298428351655319,17.29716139367718
18/08/2016,"60 Dun Darrach, Dublin Road, Longford",Longford,70000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=60+Dun+Darrach,+Dublin+Road,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7785499000000025,53.7245836,"60 Dún Darrach, Knockahaw, Longford, Ireland",EiI2MCBEw7puIERhcnJhY2gsIExvbmdmb3JkLCBJcmVsYW5kIhoSGAoUChIJQdPxDpbTXUgRLxt1rZQdfr0QPA,RANGE_INTERPOLATED,Midland,09051,Longford Rural,0.4136414969879998,1.136497933332892
18/08/2016,"7 Creevaghrua, Ballymahon, Longford",Longford,110000.0,No,Second-Hand Dwelling house /Apartment,,N39 NH50,"https://maps.googleapis.com/maps/api/geocode/json?address=7+Creevaghrua,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.752386299999999,53.5584262,"7 Creevaghrua, Creevagh Beg, Ballymahon, Co. Longford, N39 NH50, Ireland",ChIJPYzUJ3bLXUgROOzyiQ2QTbM,ROOFTOP,Midland,09004,Ballymahon,0.08478093580402836,17.510530578396427
18/08/2016,"Magali, Shrygarrow, Newtown Forbes",Longford,210000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Magali,+Shrygarrow,+Newtown+Forbes,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8356210000000015,53.7654838,"Townparks, Newtown Forbes, Co. Longford, Ireland",ChIJazNIB-vUXUgR0Bgyl6nHAAo,APPROXIMATE,Midland,09054,Newtown Forbes,0.13605430437985286,5.257533207957849
19/08/2016,"Bracklin, Edgeworthstown, Longford",Longford,200000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Bracklin,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.621720300000002,53.70864150000001,"Bracklin Rd, Co. Longford, Ireland",ChIJORThGn_QXUgR84NAyg8KqWE,GEOMETRIC_CENTER,Midland,09030,Meathas Truim,1.2196890243713685,2.5038528429993927
20/08/2016,"Lisnagrish, Dublin Rd, Edgeworthstown",Longford,40000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Lisnagrish,+Dublin+Rd,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.583669999999999,53.683840000000004,"Lisnagrish, Edgeworthstown, Longford, Ireland",ChIJ47VjhsfaXUgRdsQM7EUmCk8,GEOMETRIC_CENTER,Midland,09015,Ballymuigh,2.2996014847881208,1.3902907585503526
22/08/2016,"112 Cartrun Breac, Lisbrack Road, Longford",Longford,74449.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,N39 K593,"https://maps.googleapis.com/maps/api/geocode/json?address=112+Cartrun+Breac,+Lisbrack+Road,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.807919600000001,53.73924870000001,"112 Cartrun Breac, Lisbrack, Longford, Co. Longford, N39 K593, Ireland",ChIJYY6M3n7TXUgR9fn9qQ6BnZA,ROOFTOP,Midland,09051,Longford Rural,0.3045624580597144,1.825799210580877
23/08/2016,"12 An Rath Bheag, Abbeylara, Longford",Longford,10000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=12+An+Rath+Bheag,+Abbeylara,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.4484436,53.7655228,"12 An Rath Bheag, Cloonaghmore, Co. Longford, Ireland",EicxMiBBbiBSYXRoIEJoZWFnLCBDby4gTG9uZ2ZvcmQsIElyZWxhbmQiGhIYChQKEgkfbvzp191dSBHmEf3Ph9ioAhAM,RANGE_INTERPOLATED,Midland,09013,Abbeylara,0.04440463623347672,13.26855224162183
23/08/2016,"8 Laurel Ave, Ballinalee Rd, Longford",Longford,180000.0,No,Second-Hand Dwelling house /Apartment,,N39 C5P8,"https://maps.googleapis.com/maps/api/geocode/json?address=8+Laurel+Ave,+Ballinalee+Rd,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7764992,53.73593420000001,"8 The Laurels, Ballinalee Rd, Lisnamuck, Longford, N39 C5P8, Ireland",ChIJvXqZco3TXUgRdWh7hEm3MD8,ROOFTOP,Midland,09051,Longford Rural,1.3130852502953867,1.8105086942243231
23/08/2016,"Esker South, Ballinalee, Longford",Longford,230000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Esker+South,+Ballinalee,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7083784999999985,53.787621400000006,"Esker South, Co. Longford, Ireland",ChIJc3C3NvzWXUgR0pm6GajHACY,APPROXIMATE,Midland,09037,Aghaboy,0.6959223390550634,9.087620505495023
24/08/2016,"16 Silver Birches, Stone Park, Longford",Longford,105000.0,No,Second-Hand Dwelling house /Apartment,,N39 C9W2,"https://maps.googleapis.com/maps/api/geocode/json?address=16+Silver+Birches,+Stone+Park,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8076411,53.696157299999996,"16 Silver Birches, Stonepark, Co. Longford, N39 C9W2, Ireland",ChIJOzGePuPSXUgRPjRfDS_QkEM,ROOFTOP,Midland,09053,Moydow,1.606925659693895,3.2161418246423845
25/08/2016,"11 St Albans, Battery Rd, Longford",Longford,65000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=11+St+Albans,+Battery+Rd,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8023292999999985,53.733871900000004,"Battery Rd, Abbeycartron, Longford, Ireland",ChIJa0awm4LTXUgRpQHHnkbFfD4,GEOMETRIC_CENTER,Midland,09002,Longford No. 2 Urban,0.5758163264533095,1.1308539420519328
25/08/2016,"Finnaragh, Ardagh",Longford,170000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=Finnaragh,+Ardagh,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6916749000000015,53.67791550000001,"Finnaragh, Co. Longford, Ireland",ChIJmbEee8TRXUgR4JQdrQV6akE,APPROXIMATE,Midland,09038,Ardagh East,1.2089099373179628,5.930244828587383
26/08/2016,"4 Sliabh Cairbe, Drumlish, Longford",Longford,128500.0,No,Second-Hand Dwelling house /Apartment,,N39 KV66,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Sliabh+Cairbe,+Drumlish,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.764352400000001,53.817676399999996,"4 Sliabh Cairbe, Drumlish, Co. Longford, N39 KV66, Ireland",ChIJD8CIgQnWXUgR1R29tQ595B8,ROOFTOP,Midland,09048,Drumlish,0.4242388820514689,10.57979589640932
26/08/2016,"5 Chapel Lane, Edgeworthstown, Longford",Longford,26000.0,No,Second-Hand Dwelling house /Apartment,,N39 K4K7,"https://maps.googleapis.com/maps/api/geocode/json?address=5+Chapel+Lane,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7984565,53.7276971,"5 Chapel Ln, Deanscurragh, Longford, N39 K4K7, Ireland",ChIJMZO9dZ7TXUgRrZwiawAo71Y,ROOFTOP,Midland,09001,Longford No. 1 Urban,0.14510837739217433,0.3984863316828252
31/08/2016,"4 Bo Dearg, Drumlish Rd Longford, Longford",Longford,136500.0,No,Second-Hand Dwelling house /Apartment,,N39 D1H5,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Bo+Dearg,+Drumlish+Rd+Longford,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8037021,53.743664100000004,"4 Bó Dearg, Aughadegnan, Co. Longford, N39 D1H5, Ireland",ChIJW3Y2CoDTXUgRSc9R8V-fYaQ,ROOFTOP,Midland,09051,Longford Rural,0.33549927715365263,2.2009730234186
31/08/2016,"Darogue, Ballymahon",Longford,550000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Darogue,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7645963999999985,53.564363199999995,"Ballymahon, Co. Longford, Ireland",ChIJM0TXLWXLXUgREHYxl6nHAAo,APPROXIMATE,Midland,09004,Ballymahon,0.0212342723185806,17.445854903473546
05/09/2016,"13 Midara Garden, Old Dublin Road, Longford",Longford,135000.0,No,Second-Hand Dwelling house /Apartment,,N39 W2D8,"https://maps.googleapis.com/maps/api/geocode/json?address=13+Midara+Garden,+Old+Dublin+Road,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7839512000000015,53.7257449,"13 Midara Gardens, Ardnacassagh, Longford, N39 W2D8, Ireland",ChIJ9XK-npfTXUgRlgw_rRBtb0g,ROOFTOP,Midland,09051,Longford Rural,0.14043511279000725,0.7987090040359294
05/09/2016,"20 The Quays, Market Sq, Longford",Longford,43000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=20+The+Quays,+Market+Sq,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7999487000000025,53.72565669999999,"Market Square, Deanscurragh, Longford, Ireland",ChIJoVG_K57TXUgRtAKEZPf5Qd4,GEOMETRIC_CENTER,Midland,09001,Longford No. 1 Urban,0.051763371278559296,0.2883681669627735
05/09/2016,"7 Chapel St, Longford, Longford",Longford,75000.0,No,Second-Hand Dwelling house /Apartment,,N39 R7V2,"https://maps.googleapis.com/maps/api/geocode/json?address=7+Chapel+St,+Longford,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7982768999999985,53.727722899999996,"7 Chapel Ln, Deanscurragh, Longford, N39 R7V2, Ireland",ChIJjfUMdp7TXUgRPyD35l8w9iQ,ROOFTOP,Midland,09001,Longford No. 1 Urban,0.155650006713202,0.3967652434884716
06/09/2016,"15 Abhainn Glas, Tinnynar, Edgeworthstown",Longford,21000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,N39 DC67,"https://maps.googleapis.com/maps/api/geocode/json?address=15+Abhainn+Glas,+Tinnynar,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.616173700000001,53.69989349999999,"15 Abhainn Glas, Keelogenasause, Edgeworthstown, Co. Longford, N39 DC67, Ireland",ChIJlVQ4ap3aXUgRP_a_XQSUgQE,ROOFTOP,Midland,09030,Meathas Truim,0.4283911352344647,1.482517748042689
08/09/2016,"Camlisk, Edgeworthstown, Longford",Longford,190000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Camlisk,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.608492999999997,53.69568620000001,"Edgeworthstown, Co. Longford, Ireland",ChIJmXt2WZ3aXUgRMHYxl6nHAAo,APPROXIMATE,Midland,09030,Meathas Truim,0.2002153209590292,0.8245604757351226
09/09/2016,"Ashdale, Dublin Rd, Longford",Longford,225000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Ashdale,+Dublin+Rd,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.789202200000001,53.72415129999999,"Leader Park, Glack, Longford, Ireland",ChIJ-6Eb9ZjTXUgRzy0Tj5pC8rI,GEOMETRIC_CENTER,Midland,09001,Longford No. 1 Urban,0.12050787421453127,0.4347501917678224
09/09/2016,"Oghill, Drumlish",Longford,17523.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Oghill,+Drumlish,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.768414,53.820590300000006,"Drumlish, Co. Longford, Ireland",ChIJp-Y_auLVXUgRwHUxl6nHAAo,APPROXIMATE,Midland,09048,Drumlish,0.0243225376036314,10.850094895388436
12/09/2016,"8 Lisbrack Downs, Longford, Longford",Longford,107000.0,No,Second-Hand Dwelling house /Apartment,,N39 N7P2,"https://maps.googleapis.com/maps/api/geocode/json?address=8+Lisbrack+Downs,+Longford,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8088799999999985,53.7358086,"8 Lisbrack Rd, Lisbrack Downs, Demesne, Longford, N39 N7P2, Ireland",ChIJ16SBcXnTXUgRf7If_3l3Yoo,ROOFTOP,Midland,09002,Longford No. 2 Urban,0.6289771350990699,1.5222881985353212
12/09/2016,"No. 1 Radharc Na Coille, Creeve, Cullyfad",Longford,180000.0,Yes,New Dwelling house /Apartment,less than 38 sq metres,N39 XK20,"https://maps.googleapis.com/maps/api/geocode/json?address=No.+1+Radharc+Na+Coille,+Creeve,+Cullyfad,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.835223599999999,53.76678039999999,"1 Wood View, Townparks, Newtown Forbes, Co. Longford, N39 XK20, Ireland",ChIJT-ZxmevUXUgRuhZSWrFcdTY,ROOFTOP,Midland,09054,Newtown Forbes,0.0155071241381339,5.3708009049818095
13/09/2016,"12 Sandy Lane, Richmondt St, Longford",Longford,30000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=12+Sandy+Lane,+Richmondt+St,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8041985,53.7285877,"Richmond St, Longford, Ireland",ChIJky1GanbTXUgRr3Grr-5wZ7A,GEOMETRIC_CENTER,Midland,09001,Longford No. 1 Urban,0.18864787917262035,0.7072607128633601
14/09/2016,"Derrymacar, Newtowncashel",Longford,69950.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=Derrymacar,+Newtowncashel,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8719880999999985,53.5750297,"Derrymacar, Co. Longford, Ireland",ChIJifSfpYIzXEgRVs-2d3sqKvw,APPROXIMATE,Midland,09012,Ledwithstown,6.526666068833244,17.336426266777867
16/09/2016,"10 Druid Glen, White Linen Wood, Longford",Longford,138000.0,No,Second-Hand Dwelling house /Apartment,,N39 X2C5,"https://maps.googleapis.com/maps/api/geocode/json?address=10+Druid+Glen,+White+Linen+Wood,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8006664999999975,53.73975359999999,"10 Druid Glen, White Linen Woods, Longford, N39 X2C5, Ireland",ChIJzV4Cn4HTXUgR-Iw6ZdUMFMI,ROOFTOP,Midland,09002,Longford No. 2 Urban,0.23757951419793666,1.7347334073846348
16/09/2016,"11 St Patrick Terrace, Edgeworthstown, Longford",Longford,58000.0,No,Second-Hand Dwelling house /Apartment,,N39 A611,"https://maps.googleapis.com/maps/api/geocode/json?address=11+St+Patrick+Terrace,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.606600999999999,53.6993051,"11 St Patricks Terrace, Aghafin, Edgeworthstown, Co. Longford, N39 A611, Ireland",ChIJC9saAJvaXUgRHMiRXjL968I,ROOFTOP,Midland,09030,Meathas Truim,0.4040164165114005,1.1753862482992758
16/09/2016,"Coolcor, Granard",Longford,25000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Coolcor,+Granard,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.565781999999999,53.7871535,"Coolcor, Co. Longford, Ireland",ChIJY3eYbw7ZXUgRIvBRu6fHACY,APPROXIMATE,Midland,09016,Bunlahy,2.275726886592059,11.19657228841785
19/09/2016,"St Annes Cottage, Ballinulty Upper, Dring",Longford,120000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=St+Annes+Cottage,+Ballinulty+Upper,+Dring,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.538611200000001,53.7980309,"Ballinulty Upper, Teemore Industrial Estate, Co. Longford, Ireland",ChIJfVpBGivZXUgRQhFSu6fHACY,APPROXIMATE,Midland,09022,Dalystown,3.363396799908623,12.853550083219476
20/09/2016,"Cloontagh, Newtownforbes, Longford",Longford,150000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Cloontagh,+Newtownforbes,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8328240000000005,53.8014801,"Cloontagh, Co. Longford, Ireland",ChIJAbqg8Q3VXUgRAtTrR1ZsQ7o,APPROXIMATE,Midland,09042,Breanrisk,3.12571548281198,8.907684984508338
20/09/2016,"Elfeet, Newtowncashel",Longford,45000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=Elfeet,+Newtowncashel,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.962336700000002,53.585660600000004,"Elfeet, Newtowncashel, Co. Longford, Ireland",ChIJ4Z1W3BQxXEgRkFHgN6nHABg,APPROXIMATE,Midland,09006,Cashel West,9.58025819362885,18.917982801038434
21/09/2016,"37 Auburn Park, Edgeworthstown, Longford",Longford,75000.0,No,Second-Hand Dwelling house /Apartment,,N39 YK81,"https://maps.googleapis.com/maps/api/geocode/json?address=37+Auburn+Park,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.614820799999999,53.7002772,"37 Auburn Park, Keelogenasause, Edgeworthstown, Co. Longford, N39 YK81, Ireland",ChIJJy4CI53aXUgRpO9PGeBzoOs,ROOFTOP,Midland,09030,Meathas Truim,0.4145015080302805,1.4705084165672857
