date_of_sale,address,county,price,vat_exclusive,property_description,property_size,place_id,geocoding_url,latitude,longitude,formatted_address,eircode,accuracy,region,electoral_district_id,electoral_district,public_transport_distance,train_distance
19/12/2014,"58 Raithin Eoghan, Ashe Rd, Mullingar",Westmeath,77000.0,No,Second-Hand Dwelling house /Apartment,,ChIJe32SsBbAXUgRxhj3TUlHwLI,"https://maps.googleapis.com/maps/api/geocode/json?address=58+Raithin+Eoghan,+Ashe+Rd,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.52754299999999,-7.358959,"58 Raithín, Commons, Mullingar, Co. Westmeath, Ireland",,ROOFTOP,Midland,13090,Mullingar North Urban,0.3476000828492062,0.9780472547094404
19/12/2014,"59 Raithin Eoghan, Ashe Rd, Mullingar",Westmeath,77000.0,No,Second-Hand Dwelling house /Apartment,,ChIJHeyy1hbAXUgR4mumUoJzRwo,"https://maps.googleapis.com/maps/api/geocode/json?address=59+Raithin+Eoghan,+Ashe+Rd,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.52744999999999,-7.356957,"59 Raithín, Commons, Mullingar, Co. Westmeath, Ireland",,ROOFTOP,Midland,13090,Mullingar North Urban,0.2170252181855345,0.8615183300759945
19/12/2014,"6 Killinure House, The Manse, Northgate St",Westmeath,74000.0,No,Second-Hand Dwelling house /Apartment,,ChIJozQfQgFJXEgRE6j3cmYtoYw,"https://maps.googleapis.com/maps/api/geocode/json?address=6+Killinure+House,+The+Manse,+Northgate+St,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.4253331,-7.9409104999999975,"Northgate St, Athlone, Co. Westmeath, Ireland",,GEOMETRIC_CENTER,Midland,13001,Athlone East Urban,0.034772722234264475,0.3754452611186497
19/12/2014,"7 Harbour Court, Mullingar",Westmeath,45000.0,No,Second-Hand Dwelling house /Apartment,,ChIJmbJn1h3AXUgRJ20QoohRzbw,"https://maps.googleapis.com/maps/api/geocode/json?address=7+Harbour+Court,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5278696,-7.341670300000001,"7 Harbour St, Commons, Mullingar, Co. Westmeath, N91 T6K2, Ireland",N91 T6K2,ROOFTOP,Midland,13090,Mullingar North Urban,0.2269386103883333,0.5960640170212883
19/12/2014,"89 Lynn Heights, Mullingar, Westmeath",Westmeath,110000.0,No,Second-Hand Dwelling house /Apartment,,ChIJp3GcsP-_XUgR19dkXTk9gFc,"https://maps.googleapis.com/maps/api/geocode/json?address=89+Lynn+Heights,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5099823,-7.3362039,"89 Lynn Heights, Newtown, Mullingar, Co. Westmeath, N91 D2W7, Ireland",N91 D2W7,ROOFTOP,Midland,13089,Mullingar Rural,0.7442016904215047,1.5313432867287764
19/12/2014,"9 St Josephs Villas, Athlone, Westmeath",Westmeath,55000.0,No,Second-Hand Dwelling house /Apartment,,ChIJkbsT0vlIXEgRTA1CbanI19E,"https://maps.googleapis.com/maps/api/geocode/json?address=9+St+Josephs+Villas,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.425498899999994,-7.9598363,"9 St Joseph's Villas, Bogganfin, Athlone, Co. Westmeath, N37 X4K7, Ireland",N37 X4K7,ROOFTOP,Midland,13002,Athlone West Urban,0.17644726411842915,1.5899931640149594
19/12/2014,"9 Woodville Rd, Woodville, Athlone",Westmeath,165000.0,No,Second-Hand Dwelling house /Apartment,,ChIJbZrepnhJXEgR_AUZzy0ZI_A,"https://maps.googleapis.com/maps/api/geocode/json?address=9+Woodville+Rd,+Woodville,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.432393999999995,-7.8985636,"9 Woodville Cl, Woodville Grange, Athlone, Co. Westmeath, N37 WY65, Ireland",N37 WY65,ROOFTOP,Midland,13014,Moydrum,0.24457501356027306,2.506616558929816
19/12/2014,"Addinstown, Delvin",Westmeath,140000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJF35kAaD2XUgRspFTu6fHACY,"https://maps.googleapis.com/maps/api/geocode/json?address=Addinstown,+Delvin,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.617891799999995,-7.0067414999999995,"Addinstown, Co. Westmeath, Ireland",,APPROXIMATE,Midland,13040,Copperalley,2.0273169367886825,24.752585708280353
19/12/2014,"Apt 11 Deravarra House, Deravarra, Mullingar",Westmeath,49000.0,No,Second-Hand Dwelling house /Apartment,,EkwxMSwgRGVyYXZhcnJhIEhvdXNlLCBEZWx2aW4gUmQsIERlcmF2YXJyYSwgTXVsbGluZ2FyLCBDby4gV2VzdG1lYXRoLCBJcmVsYW5kIh4aHAoWChQKEgk56FcAvupdSBGgs-t4giMzYhICMTE,"https://maps.googleapis.com/maps/api/geocode/json?address=Apt+11+Deravarra+House,+Deravarra,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.53468520000001,-7.3185546000000015,"11, Deravarra House, Delvin Rd, Deravarra, Ballagh, Mullingar, Co. Westmeath, Ireland",,ROOFTOP,Midland,13089,Mullingar Rural,1.1006263514133423,2.2141370377234835
19/12/2014,"Apt 11, The Weir, Market Point",Westmeath,57000.0,No,Second-Hand Dwelling house /Apartment,,ChIJm7HqrxrAXUgReX3jmEUokAw,"https://maps.googleapis.com/maps/api/geocode/json?address=Apt+11,+The+Weir,+Market+Point,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.52260039999999,-7.350813399999999,"Apartment 6, The Weir, Patrick St, Market Point, Mullingar, Co. Westmeath, Ireland",,ROOFTOP,Midland,13091,Mullingar South Urban,0.3002294577505492,0.30121492174694103
19/12/2014,"Gneevebawn, Glasnevin, Westmeath",Westmeath,85000.0,No,Second-Hand Dwelling house /Apartment,,ChIJe24UQ-7vXUgRnKjhEoAJNrE,"https://maps.googleapis.com/maps/api/geocode/json?address=Gneevebawn,+Glasnevin,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.68352900000001,-7.168821,"Collinstown, Castlepollard, Co. Westmeath, Ireland",,GEOMETRIC_CENTER,Midland,13043,Fore East,4.923726656031488,21.326919208594774
19/12/2014,"Gortmore Drumraney, Athlone, Westmeath",Westmeath,190000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ_a8sFmPKXUgRC1VqV94EuLw,"https://maps.googleapis.com/maps/api/geocode/json?address=Gortmore+Drumraney,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.501016,-7.732120999999998,"Gortmore, Drumraney, Athlone, Co. Westmeath, N37 E766, Ireland",N37 E766,GEOMETRIC_CENTER,Midland,13022,Noughaval,1.5547523302955937,15.782266262710225
19/12/2014,"Millmount, Mullingar",Westmeath,90000.0,No,Second-Hand Dwelling house /Apartment,,ChIJWYonEqrqXUgRLJprGZJJfvE,"https://maps.googleapis.com/maps/api/geocode/json?address=Millmount,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.516608,-7.3340053,"Millmount, Ballinderry, Mullingar, Co. Westmeath, Ireland",,GEOMETRIC_CENTER,Midland,13091,Mullingar South Urban,0.5858078233385839,1.0177288625067007
19/12/2014,"Mullingar Road, Castlepollard",Westmeath,160000.0,No,Second-Hand Dwelling house /Apartment,,EiRNdWxsaW5nYXIgUmQsIENvLiBXZXN0bWVhdGgsIElyZWxhbmQiLiosChQKEgkrfOlfkOhdSBFcS-if9UTUqBIUChIJn-ZT4JboXUgREJMxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Mullingar+Road,+Castlepollard,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.6480976,-7.298668400000001,"Mullingar Rd, Co. Westmeath, Ireland",,GEOMETRIC_CENTER,Midland,13042,Faughalstown,0.3672699020145453,14.246989581862268
19/12/2014,"Thomastown, Killucan, Westmeath",Westmeath,105000.0,No,Second-Hand Dwelling house /Apartment,,ChIJaTlUlfk0XUgRgNYxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Thomastown,+Killucan,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",52.5270825,-7.1388210999999995,"Thomastown, Co. Kilkenny, Ireland",,APPROXIMATE,South-East (IE),07084,Thomastown,96.48116671690563,111.58510494306871
22/12/2014,"102 Ardleigh Vale, Mullingar, Westmeath",Westmeath,77070.0,No,Second-Hand Dwelling house /Apartment,,ChIJ1fmuDRPAXUgRVjN7bRjfu0o,"https://maps.googleapis.com/maps/api/geocode/json?address=102+Ardleigh+Vale,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5250783,-7.363796000000002,"102 Ardleigh Vale, Rathgowan, Mullingar, Co. Westmeath, N91 X2T2, Ireland",N91 X2T2,ROOFTOP,Midland,13089,Mullingar Rural,0.7298201956287587,1.1796591963575225
22/12/2014,"11 Central Park, Bishopgate Street, Mullingar",Westmeath,174039.0,No,Second-Hand Dwelling house /Apartment,,ChIJ_VWELRzAXUgRQd09wnss5Fs,"https://maps.googleapis.com/maps/api/geocode/json?address=11+Central+Park,+Bishopgate+Street,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.52731479999999,-7.342333399999998,"11 Central Park, Commons, Mullingar, Co. Westmeath, N91 P95A, Ireland",N91 P95A,ROOFTOP,Midland,13090,Mullingar North Urban,0.20913800574383656,0.52124817767767
22/12/2014,"11 Lakeview Dr, Moate, Westmeath",Westmeath,217500.0,No,Second-Hand Dwelling house /Apartment,,ChIJbcmfAmCzXUgRUsmbQ6WG8IQ,"https://maps.googleapis.com/maps/api/geocode/json?address=11+Lakeview+Dr,+Moate,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.3998226,-7.735269099999999,"11 Lakeview Dr, Aghanargit, Moate, Co. Westmeath, N37 YX88, Ireland",N37 YX88,ROOFTOP,Midland,13012,Moate,1.1424500129594923,13.58592906094585
22/12/2014,"12 Clibborne Way, Moate, Westmeath",Westmeath,77860.0,No,Second-Hand Dwelling house /Apartment,,ChIJ3aLa5IKzXUgRKTlRJnfWYhc,"https://maps.googleapis.com/maps/api/geocode/json?address=12+Clibborne+Way,+Moate,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.3930969,-7.702274899999999,"12 Clibborne Way, Ardnapondra, Moate, Co. Westmeath, N37 X744, Ireland",N37 X744,ROOFTOP,Midland,13012,Moate,1.1804727314490182,15.887507573596325
22/12/2014,"12 Grovemount, Moate, Westmeath",Westmeath,87020.0,No,Second-Hand Dwelling house /Apartment,,ChIJU_FjZ3ezXUgR99tjc1IRnp0,"https://maps.googleapis.com/maps/api/geocode/json?address=12+Grovemount,+Moate,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.3901672,-7.7098166,"12 Ballycumber Rd, Grove Mount, Magheramurry, Moate, Co. Westmeath, N37 DC66, Ireland",N37 DC66,ROOFTOP,Midland,13012,Moate,0.8665001143549084,15.484805271759651
22/12/2014,"13 Belvedere Hills, Ballinderry, Mullingar",Westmeath,91600.0,No,Second-Hand Dwelling house /Apartment,,ChIJg-mnRwDAXUgRGbHU-UQuE4Y,"https://maps.googleapis.com/maps/api/geocode/json?address=13+Belvedere+Hills,+Ballinderry,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.513865,-7.336806900000001,"13 Belvedere Hills, Ballinderry, Mullingar, Co. Westmeath, N91 E6D7, Ireland",N91 E6D7,ROOFTOP,Midland,13089,Mullingar Rural,0.4255917606088272,1.130251906631208
22/12/2014,"14 Units At Ard Na Dara, Ardmore Road, Mullingar",Westmeath,1062560.0,No,Second-Hand Dwelling house /Apartment,,ChIJbdf1LKnqXUgRQFDPduOKIDs,"https://maps.googleapis.com/maps/api/geocode/json?address=14+Units+At+Ard+Na+Dara,+Ardmore+Road,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5201682,-7.3290573000000006,"Apartment 2, Árd Na Dara, Royal Canal, Mullingar, Co. Westmeath, Ireland",,ROOFTOP,Midland,13091,Mullingar South Urban,0.6250560689302112,1.1334454461017471
22/12/2014,"15 Oakhill, Moate",Westmeath,190000.0,No,Second-Hand Dwelling house /Apartment,,ChIJfUnIXnyzXUgRoM4xl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=15+Oakhill,+Moate,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.39499870000001,-7.7186188,"Cartronkeel, Moate, Co. Westmeath, Ireland",,APPROXIMATE,Midland,13012,Moate,0.0773744365793458,14.784291450618394
22/12/2014,"18C Abbeylands, Mullingar, Abbeylands",Westmeath,36640.0,No,Second-Hand Dwelling house /Apartment,,ChIJizDq9RjAXUgRDrqToAe4rX8,"https://maps.googleapis.com/maps/api/geocode/json?address=18C+Abbeylands,+Mullingar,+Abbeylands,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5312811,-7.350241599999999,"18C Abbeylands, Commons, Mullingar, Co. Westmeath, N91 YE81, Ireland",N91 YE81,ROOFTOP,Midland,13090,Mullingar North Urban,0.20345744564226986,0.9560207088599844
22/12/2014,"2 Cloghanboy Court, Arcadia, Athlone",Westmeath,200000.0,No,Second-Hand Dwelling house /Apartment,,ChIJt7tbUKhJXEgR0xbUD6aYAuQ,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Cloghanboy+Court,+Arcadia,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.4320576,-7.9364406,"Arcadia, Athlone, Co. Westmeath, Ireland",,GEOMETRIC_CENTER,Midland,13003,Athlone East Rural,0.07622352370112277,0.5469604050292194
22/12/2014,"2 Fairfield Court, Athlone, Westmeath",Westmeath,39388.0,No,Second-Hand Dwelling house /Apartment,,ChIJJaBHgwBJXEgRXU3FoIITF_A,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Fairfield+Court,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.4293615,-7.9428158,"2, Fairfield Court, Montree Row, Athlone, Co. Westmeath, Ireland",,ROOFTOP,Midland,13001,Athlone East Urban,0.3944928921684389,0.5242391922073011
22/12/2014,"20 Castle House, Castle Street, Mullingar",Westmeath,41220.0,No,Second-Hand Dwelling house /Apartment,,ChIJWdoAuR3AXUgRXc2erTA3nw4,"https://maps.googleapis.com/maps/api/geocode/json?address=20+Castle+House,+Castle+Street,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.526674,-7.3400489,"Castle St, Mullingar, Co. Westmeath, Ireland",,GEOMETRIC_CENTER,Midland,13090,Mullingar North Urban,0.06117231549194544,0.5494502020663928
22/12/2014,"20 Marlinstown Park, Mullingar, Westmeath",Westmeath,59540.0,No,Second-Hand Dwelling house /Apartment,,ChIJvU9akcjqXUgRtKXj37IdhGI,"https://maps.googleapis.com/maps/api/geocode/json?address=20+Marlinstown+Park,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.52382579999999,-7.3033989,"Marlinstown Park, Dublin Rd, Marlinstown Bog, Mullingar, Co. Westmeath, Ireland",,ROOFTOP,Midland,13060,Castle,0.3636102618120081,2.797298169563683
22/12/2014,"23 Esker Glenn, Dublin Rd, Athlone",Westmeath,50380.0,No,Second-Hand Dwelling house /Apartment,,ChIJ1TAXL21JXEgR9otR5RhB0co,"https://maps.googleapis.com/maps/api/geocode/json?address=23+Esker+Glenn,+Dublin+Rd,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.41837659999999,-7.914322599999997,"Esker Glenn, Dublin Rd, Magheranerla, Athlone, Co. Westmeath, Ireland",,ROOFTOP,Midland,13003,Athlone East Rural,0.11397988627567905,1.6576812684504656
22/12/2014,"24 Esker Glen, Athlone",Westmeath,50380.0,No,Second-Hand Dwelling house /Apartment,,ChIJ1TAXL21JXEgR9otR5RhB0co,"https://maps.googleapis.com/maps/api/geocode/json?address=24+Esker+Glen,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.41837659999999,-7.914322599999997,"Esker Glenn, Dublin Rd, Magheranerla, Athlone, Co. Westmeath, Ireland",,ROOFTOP,Midland,13003,Athlone East Rural,0.11397988627567905,1.6576812684504656
22/12/2014,"25 Esker Glen, Athlone",Westmeath,50380.0,No,Second-Hand Dwelling house /Apartment,,ChIJ1TAXL21JXEgR9otR5RhB0co,"https://maps.googleapis.com/maps/api/geocode/json?address=25+Esker+Glen,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.41837659999999,-7.914322599999997,"Esker Glenn, Dublin Rd, Magheranerla, Athlone, Co. Westmeath, Ireland",,ROOFTOP,Midland,13003,Athlone East Rural,0.11397988627567905,1.6576812684504656
22/12/2014,"25 The Harbour, Market Point, Mullingar",Westmeath,32060.0,No,Second-Hand Dwelling house /Apartment,,EjAyNSBIYXJib3VyIFN0LCBNdWxsaW5nYXIsIENvLiBXZXN0bWVhdGgsIElyZWxhbmQiGhIYChQKEgmd6hGMHsBdSBES5c3DVxCDZhAZ,"https://maps.googleapis.com/maps/api/geocode/json?address=25+The+Harbour,+Market+Point,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5286943,-7.3425921,"25 Harbour St, Commons, Mullingar, Co. Westmeath, Ireland",,RANGE_INTERPOLATED,Midland,13090,Mullingar North Urban,0.24401567549302705,0.6568619907343015
22/12/2014,"27 Glen Petit, Dublin Road, Mullingar",Westmeath,119079.0,No,Second-Hand Dwelling house /Apartment,,ChIJ9-v9BLrqXUgRjTzuop-WY20,"https://maps.googleapis.com/maps/api/geocode/json?address=27+Glen+Petit,+Dublin+Road,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5245408,-7.3169333,"Dublin Rd, Mullingar, Co. Westmeath, Ireland",,GEOMETRIC_CENTER,Midland,13089,Mullingar Rural,0.008065271471035106,1.9103344139661729
22/12/2014,"30 Tircroghan, Old Sligo Rd, Kinnegad",Westmeath,230000.0,No,Second-Hand Dwelling house /Apartment,,ChIJgfnSVBKSXUgR9zo1suh1GZA,"https://maps.googleapis.com/maps/api/geocode/json?address=30+Tircroghan,+Old+Sligo+Rd,+Kinnegad,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.457724,-7.108141199999999,"30 Tircroghan, Kinnegad, Co. Westmeath, N91 RF63, Ireland",N91 RF63,ROOFTOP,Midland,13083,Kinnegad,0.06964607075899414,17.297012933716992
22/12/2014,"4 Riverside Lawns, Kinnegad",Westmeath,82440.0,No,Second-Hand Dwelling house /Apartment,,ChIJ2y4rWQmSXUgRtW8GDQXAERk,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Riverside+Lawns,+Kinnegad,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.4557796,-7.0955694000000005,"4 Riverside Lawns, Kinnegad, Co. Westmeath, N91 EE72, Ireland",N91 EE72,ROOFTOP,Midland,13083,Kinnegad,0.19815147524053164,18.14437459896763
22/12/2014,"45 Abbeylands, Mullingar, Westmeath",Westmeath,36640.0,No,Second-Hand Dwelling house /Apartment,,EjA0NSBBYmJleWxhbmRzLCBNdWxsaW5nYXIsIENvLiBXZXN0bWVhdGgsIElyZWxhbmQiGhIYChQKEgmdIXmGGMBdSBHNerYPeB4v1hAt,"https://maps.googleapis.com/maps/api/geocode/json?address=45+Abbeylands,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.53223240000001,-7.3500340999999985,"45 Abbeylands, Commons, Mullingar, Co. Westmeath, Ireland",,RANGE_INTERPOLATED,Midland,13090,Mullingar North Urban,0.09835274115291348,1.0534607377223024
22/12/2014,"48 Belvedere Hills, Mullingar, Westmeath",Westmeath,91600.0,No,Second-Hand Dwelling house /Apartment,,ChIJ-fkJjADAXUgRw1BxnMwFGlw,"https://maps.googleapis.com/maps/api/geocode/json?address=48+Belvedere+Hills,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.51295959999999,-7.338653,"48 Belvedere Hills, Ballinderry, Mullingar, Co. Westmeath, N91 V8Y9, Ireland",N91 V8Y9,ROOFTOP,Midland,13089,Mullingar Rural,0.38422853131555257,1.1629071708361516
22/12/2014,"5 The Village Green, Killcullan",Westmeath,96916.29,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJSSnB8sGAZ0gRcOwxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=5+The+Village+Green,+Killcullan,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.1302865,-6.7452790999999985,"Kilcullenbridge, Kilcullen, Co. Kildare, Ireland",,APPROXIMATE,Mid-East,06070,Kilcullen,42.84866010988064,59.1156655805027
22/12/2014,"63 The Glen, Coosan Road, Athlone",Westmeath,114499.0,No,Second-Hand Dwelling house /Apartment,,Eiw2MyBUaGUgR2xlbiwgQXRobG9uZSwgQ28uIFdlc3RtZWF0aCwgSXJlbGFuZCIaEhgKFAoSCQOi-kuhSVxIEZWiMLLh7k9hED8,"https://maps.googleapis.com/maps/api/geocode/json?address=63+The+Glen,+Coosan+Road,+Athlone,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.43508539999999,-7.9267859,"63 The Glen, Cornamagh, Athlone, Co. Westmeath, Ireland",,RANGE_INTERPOLATED,Midland,13003,Athlone East Rural,0.06387127129933927,1.05890842244664
22/12/2014,"64 Ashfield, Ashe Rd, Mullingar",Westmeath,132819.0,No,Second-Hand Dwelling house /Apartment,,ChIJkS6gcRfAXUgRYznnzRVKrxA,"https://maps.googleapis.com/maps/api/geocode/json?address=64+Ashfield,+Ashe+Rd,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.52940200000001,-7.3546757,"64 Ashfield, Commons, Mullingar, Co. Westmeath, N91 V3Y2, Ireland",N91 V3Y2,ROOFTOP,Midland,13090,Mullingar North Urban,0.18935587815183674,0.9028082482185056
22/12/2014,"64 Ashfield, Ashe Rd, Mullingar",Westmeath,132819.0,No,Second-Hand Dwelling house /Apartment,,ChIJkS6gcRfAXUgRYznnzRVKrxA,"https://maps.googleapis.com/maps/api/geocode/json?address=64+Ashfield,+Ashe+Rd,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.52940200000001,-7.3546757,"64 Ashfield, Commons, Mullingar, Co. Westmeath, N91 V3Y2, Ireland",N91 V3Y2,ROOFTOP,Midland,13090,Mullingar North Urban,0.18935587815183674,0.9028082482185056
22/12/2014,"66 Ashfield, Mullingar, Westmeath",Westmeath,132819.0,No,Second-Hand Dwelling house /Apartment,,ChIJA14EbhfAXUgR497IFRNeUJk,"https://maps.googleapis.com/maps/api/geocode/json?address=66+Ashfield,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.52921310000001,-7.354699099999999,"66 Ashfield, Commons, Mullingar, Co. Westmeath, N91 K5F3, Ireland",N91 K5F3,ROOFTOP,Midland,13090,Mullingar North Urban,0.17063603161573115,0.8872693900424251
22/12/2014,"76 Ardilaun Heights, Mullingar, Westmeath",Westmeath,50380.0,No,Second-Hand Dwelling house /Apartment,,ChIJVxbQqGzAXUgRxf-l8xKDaY8,"https://maps.googleapis.com/maps/api/geocode/json?address=76+Ardilaun+Heights,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5260963,-7.367687899999999,"76 Ardilaun Heights, Rathgowan, Mullingar, Co. Westmeath, N91 H4X9, Ireland",N91 H4X9,ROOFTOP,Midland,13089,Mullingar Rural,0.9420955922765276,1.4555046511148535
22/12/2014,"8 Stoneyford Park, Delvin, Westmeath",Westmeath,91600.0,No,Second-Hand Dwelling house /Apartment,,ChIJWZL-bonxXUgR1WBS5i0bWIU,"https://maps.googleapis.com/maps/api/geocode/json?address=8+Stoneyford+Park,+Delvin,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.6172517,-7.094765100000001,"8 Stoneyford Park, Castletowndelvin, Delvin, Co. Westmeath, N91 EF40, Ireland",N91 EF40,ROOFTOP,Midland,13041,Delvin,0.6165234216849239,19.61096211688278
22/12/2014,"82 Cluain Craoibh, Kinnegad, Westmeath",Westmeath,119079.0,No,Second-Hand Dwelling house /Apartment,,ChIJzaucuBOSXUgRSLo86LNB688,"https://maps.googleapis.com/maps/api/geocode/json?address=82+Cluain+Craoibh,+Kinnegad,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.456537899999994,-7.109020399999999,"82 Cluain Craoibh, Kinnegad, Co. Westmeath, N91 TD30, Ireland",N91 TD30,ROOFTOP,Midland,13083,Kinnegad,0.18724661708061774,17.2999185137344
22/12/2014,"89 Ardleigh Vale, Mullingar, Westmeath",Westmeath,80000.0,No,Second-Hand Dwelling house /Apartment,,ChIJm-BWARPAXUgRrHrg-_Bj5Ws,"https://maps.googleapis.com/maps/api/geocode/json?address=89+Ardleigh+Vale,+Mullingar,+Westmeath,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.5242601,-7.363289899999999,"89 Ardleigh Vale, Rathgowan, Mullingar, Co. Westmeath, N91 T6Y6, Ireland",N91 T6Y6,ROOFTOP,Midland,13089,Mullingar Rural,0.7426118130885383,1.13195489126506
