Stop number,Name without locality,Locality,Locality number,Code,Name,NaPTAN stop class,NaPTANId,Easting,Northing
15491,Green Isle Road,Clondalkin,E0823022,->NE,Stop No. 5122,BCT,8230DB005122,706143,729705
15492,Brownsbarn Orchard Estate,Citywest,E0823028,->N,Stop No. 5119,BCT,8230DB005119,705314,728676
15493,Sports Club,Citywest,E0823028,->N,Stop No. 5120,BCT,8230DB005120,705407,728996
15494,Belfry Estate,Citywest,E0823028,->SE,Stop No. 4933,BCT,8230DB004933,705421,726423
15495,Old Court Road,Firhouse,E0823002,->E,Stop No. 4882,BCT,8230DB004882,710028,726213
15495,Old Court Road,Firhouse,E0823002,->W1,Stop No. 4874,BCT,8230DB004874,710007,726202
15496,Old Court Farm,Firhouse,E0823002,->E,Stop No. 4883,BCT,8230DB004883,710263,726257
15496,Old Court Farm,Firhouse,E0823002,->W2,Stop No. 4873,BCT,8230DB004873,710250,726244
15497,Parklands Avenue,Firhouse,E0823002,->W,Stop No. 4872,BCT,8230DB004872,710557,726310
15497,Parklands Avenue,Firhouse,E0823002,->E,Stop No. 4884,BCT,8230DB004884,710544,726316
15498,Firhouse Road West,Oldbawn,E0823006,->NW,Stop No. 4880,BCT,8230DB004880,708948,726425
15498,Firhouse Road West,Oldbawn,E0823006,->W,Stop No. 4878,BCT,8230DB004878,708949,726407
15500,Firhouse Road West (Kiltipper Ave),Oldbawn,E0823006,->W,Stop No. 4877,BCT,8230DB004877,709404,726394
15501,Saggart Abbey,Citywest,E0823028,->N,Stop No. 4929,BCT,8230DB004929,705270,726772
15501,Saggart Abbey,Citywest,E0823028,3,Citywest Road,BCT,825000268,705268,726761
15501,Saggart Abbey,Citywest,E0823028,->N1,Citywest Road,BCT,8230PB003723,705266,726775
15502,Citywest Road (Garter Avenue),Citywest,E0823028,->N,Stop No. 4930,BCT,8230DB004930,705182,727523
15504,Citywest Road (Magna Drive),Citywest,E0823028,->SE1,Stop No. 4932,BCT,8230DB004932,705336,726557
15504,Citywest Road (Magna Drive),Citywest,E0823028,4,Citywest Road,BCT,825000269,705335,726556
15504,Citywest Road (Magna Drive),Citywest,E0823028,->SE2,Citywest Road,BCT,8230PB003726,705334,726557
15506,Saint Colmcille's Way,Knocklyon,E0823008,->E,Stop No. 4887,BCT,8230DB004887,712176,726783
15507,Palmerstown Crescent,Palmerstown,E0823014,->SW,Stop No. 4888,BCT,8230DB004888,707935,734248
15508,Killinarden Heights/Avenue,Oldbawn,E0823006,->NW,Stop No. 4927,BCT,8230DB004927,707090,726148
15509,Tallaght Road,Tallaght,E0823018,->E,Stop No. 2596,BCT,8230DB002596,710629,727893
15510,M50 Roundabout,Tallaght,E0823018,->NE,Stop No. 2597,BCT,8230DB002597,710988,727864
15512,Cheeverstown House,Templeogue,E0823019,->SW,Stop No. 2550,BCT,8230DB002550,712330,728490
15512,Cheeverstown House,Templeogue,E0823019,->NE,Stop No. 2600,BCT,8230DB002600,712438,728600
15513,Blessington Road,Tallaght,E0823018,->E,Stop No. 2595,BCT,8230DB002595,710073,727787
15514,De Selby Estate,Citywest,E0823028,->E,Stop No. 2591,BCT,8230DB002591,706017,726099
15515,Kiltalown Cotteges,Citywest,E0823028,->E,Stop No. 2592,BCT,8230DB002592,706296,726071
15516,Village Green,Tallaght,E0823018,->SE,Stop No. 2593,BCT,8230DB002593,709059,727812
15517,Baptist Church,Tallaght,E0823018,->E,Stop No. 2594,BCT,8230DB002594,709578,727702
15517,Baptist Church,Tallaght,E0823018,->E2,Tallaght Village,BCT,8230PB002113,709576,727702
15518,Seskin View Road,Tallaght,E0823018,->E,Stop No. 2606,BCT,8230DB002606,709625,726857
15518,Seskin View Road,Tallaght,E0823018,->W,Stop No. 2615,BCT,8230DB002615,709690,726858
15519,Seskin View Road (Millbank Lawns),Tallaght,E0823018,->W,Stop No. 2614,BCT,8230DB002614,709987,726948
15519,Seskin View Road (Millbank Lawns),Tallaght,E0823018,->E,Stop No. 2607,BCT,8230DB002607,710011,726970
15520,Avonmore Road,Tallaght,E0823018,->SW,Stop No. 2613,BCT,8230DB002613,710171,727072
15520,Avonmore Road,Tallaght,E0823018,->NE,Stop No. 2608,BCT,8230DB002608,710179,727096
15521,Avonmore Road (Avonmore Grove),Tallaght,E0823018,->NE,Stop No. 2609,BCT,8230DB002609,710482,727333
15522,Old Bawn Estate (Watergate Estate),Tallaght,E0823018,->SE,Stop No. 2605,BCT,8230DB002605,709307,727314
15522,Old Bawn Estate (Watergate Estate),Tallaght,E0823018,->NW,Stop No. 2616,BCT,8230DB002616,709311,727293
15523,Avonmore Park,Tallaght,E0823018,->SW,Stop No. 2602,BCT,8230DB002602,710421,727277
15524,Bankcroft Estate,Tallaght,E0823018,->S,Stop No. 2603,BCT,8230DB002603,709503,727809
15525,Old Bawn Road (Tallaght By-Pass),Tallaght,E0823018,->S,Stop No. 2604,BCT,8230DB002604,709230,727529
15525,Old Bawn Road (Tallaght By-Pass),Tallaght,E0823018,->N,Stop No. 2617,BCT,8230DB002617,709212,727518
15526,The Villa,Citywest,E0823028,->E,Stop No. 2590,BCT,8230DB002590,705679,726151
15527,De Selby Estate,South Dublin,E0823032,->W,Stop No. 2574,BCT,8230DB002574,705998,726093
15528,Westbrook Lawns,Citywest,E0823028,->NW,Stop No. 2575,BCT,8230DB002575,705452,726370
15529,Blessington Road (Citywest Road),South Dublin,E0823032,->W,Stop No. 2576,BCT,8230DB002576,705494,726169
15530,Corbally Bridge,Saggart,E0823017,->SW,Stop No. 2577,BCT,8230DB002577,704548,725746
15530,Corbally Bridge,Saggart,E0823017,->NE,Stop No. 2588,BCT,8230DB002588,704534,725745
15531,Kiltalown Cottages,South Dublin,E0823032,->W,Stop No. 2573,BCT,8230DB002573,706257,726067
15533,Killinarden Heights,Oldbawn,E0823006,->W,Stop No. 2563,BCT,8230DB002563,707533,725970
15533,Killinarden Heights,Oldbawn,E0823006,->E,Stop No. 2569,BCT,8230DB002569,707628,725966
15533,Killinarden Heights,Oldbawn,E0823006,->W1,Stop No. 2561,BCT,8230DB002561,707756,725932
15533,Killinarden Heights,Oldbawn,E0823006,->W2,Stop No. 2562,BCT,8230DB002562,707522,725974
15534,Health Centre (Cushlawn Estate),Jobstown,E0823005,->N,Stop No. 2570,BCT,8230DB002570,708106,726328
15534,Health Centre (Cushlawn Estate),Jobstown,E0823005,->S,Stop No. 2559,BCT,8230DB002559,708110,726343
15535,Killinarden Heights (opp Killinarden Estate),Jobstown,E0823005,->N,Stop No. 2571,BCT,8230DB002571,707756,726806
15535,Killinarden Heights (opp Killinarden Estate),Jobstown,E0823005,->S,Stop No. 2558,BCT,8230DB002558,707771,726766
15536,Blessington Road,Saggart,E0823017,->NE,Stop No. 2586,BCT,8230DB002586,704167,725263
15537,Rosedale,Saggart,E0823017,->NE,Stop No. 2587,BCT,8230DB002587,704410,725581
15537,Rosedale,Saggart,E0823017,->SW,Stop No. 2578,BCT,8230DB002578,704379,725527
15538,Corbally Bridge,South Dublin,E0823032,->E,Stop No. 2589,BCT,8230DB002589,704974,726007
15539,Verschoyles Hill,Saggart,E0823017,->NE,Stop No. 2585,BCT,8230DB002585,703910,724941
15540,Ivy Cottage,Saggart,E0823017,->SW,Stop No. 2579,BCT,8230DB002579,704172,725258
15541,Hospital,Saggart,E0823017,->NE,Stop No. 2583,BCT,8230DB002583,703464,723881
15542,Blessington Rd (St.Brigid's Home),Saggart,E0823017,->N,Stop No. 2584,BCT,8230DB002584,703545,724162
15544,Rowlagh Estate,Ronanstown,E0823021,->S,Stop No. 2678,BCT,8230DB002678,706064,733767
15547,Harelawn Estate,Ronanstown,E0823021,->W,Stop No. 2675,BCT,8230DB002675,706825,734266
15548,Greenhills Road,Tallaght,E0823018,->N,Stop No. 2632,BCT,8230DB002632,709495,727793
15549,Swiftbrook Estate,Citywest,E0823028,->NW,Stop No. 4645,BCT,8230DB004645,706291,727243
15549,Swiftbrook Estate,Citywest,E0823028,->SE,Stop No. 2669,BCT,8230DB002669,706271,727265
15550,Dublin Bus Sports Club,Ronanstown,E0823021,->W,Stop No. 2674,BCT,8230DB002674,707250,734247
15550,Dublin Bus Sports Club,Ronanstown,E0823021,->E,Stop No. 2686,BCT,8230DB002686,707284,734251
15551,Westgate Business Park,Greenhills,E0823010,->SE1,Stop No. 2767,BCT,8230DB002767,709681,730194
15551,Westgate Business Park,Greenhills,E0823010,->SE2,Stop No. 2725,BCT,8230DB002725,709657,730213
15552,Ballymount Drive,Greenhills,E0823010,->E,Stop No. 2770,BCT,8230DB002770,710220,730862
15552,Ballymount Drive,Greenhills,E0823010,->W1,Stop No. 2734,BCT,8230DB002734,710239,730845
15552,Ballymount Drive,Greenhills,E0823010,->W2,Stop No. 2733,BCT,8230DB002733,710428,730859
15553,Ballymount Industrial Estate,Greenhills,E0823010,->NW,Stop No. 2772,BCT,8230DB002772,709432,730375
15553,Ballymount Industrial Estate,Greenhills,E0823010,->SE,Stop No. 2736,BCT,8230DB002736,709444,730380
15553,Ballymount Industrial Estate,Greenhills,E0823010,->NE,Stop No. 2768,BCT,8230DB002768,709471,730538
15553,Ballymount Industrial Estate,Greenhills,E0823010,->SW,Stop No. 2735,BCT,8230DB002735,709489,730538
15556,Greenfort Estate,Ronanstown,E0823021,->E,Stop No. 2685,BCT,8230DB002685,706811,734278
15557,Cheeverstown Rd (Blessington Rd),Tallaght,E0823018,->NW,Stop No. 2621,BCT,8230DB002621,707390,726971
15557,Cheeverstown Rd (Blessington Rd),Tallaght,E0823018,->SE,Stop No. 2631,BCT,8230DB002631,707429,726979
15558,Old Bawn Road (Saint Maelruan's Park),Oldbawn,E0823006,->N,Stop No. 2536,BCT,8230DB002536,709388,727104
15560,Belgard Road (Mayberry Road),Kilnamanagh,E0823004,->NW,Stop No. 2618,BCT,8230DB002618,708562,728841
15560,Belgard Road (Mayberry Road),Kilnamanagh,E0823004,->SE,Stop No. 2620,BCT,8230DB002620,708597,728841
15561,Belgard Inn,Tallaght,E0823018,->SE,Stop No. 2619,BCT,8230DB002619,708197,729272
15561,Belgard Inn,Tallaght,E0823018,->NE,Stop No. 2756,BCT,8230DB002756,708069,729231
15562,Avonmore Road (Glenview Drive),Tallaght,E0823018,->N,Stop No. 2610,BCT,8230DB002610,710616,727634
15563,Tallaght Youth Rugby Club,Tallaght,E0823018,->S,Stop No. 2611,BCT,8230DB002611,710641,727574
15565,Fortunestown Roundabout,Citywest,E0823028,->SW,Stop No. 2626,BCT,8230DB002626,706196,727362
15566,Rossfield Estate,Tallaght,E0823018,->SE1,Stop No. 2625,BCT,8230DB002625,706702,727641
15566,Rossfield Estate,Tallaght,E0823018,->SE2,Stop No. 2629,BCT,8230DB002629,706771,727629
15566,Rossfield Estate,Tallaght,E0823018,->NW,Stop No. 2624,BCT,8230DB002624,706666,727689
15567,Cookstown Rd (Fortunestown Way),Citywest,E0823028,->SE,Stop No. 6075,BCT,8230DB006075,707294,727091
15567,Cookstown Rd (Fortunestown Way),Citywest,E0823028,->NW,Stop No. 2622,BCT,8230DB002622,707184,727149
15568,Cheeverstown Rd (Cookstown Rd),Tallaght,E0823018,->E,Stop No. 2749,BCT,8230DB002749,707123,727350
15568,Cheeverstown Rd (Cookstown Rd),Tallaght,E0823018,->SE,Stop No. 7062,BCT,8230DB007062,707122,727259
15568,Cheeverstown Rd (Cookstown Rd),Tallaght,E0823018,->NW,Stop No. 2623,BCT,8230DB002623,707025,727337
15569,St.James's Road (Limekiln Avenue),Greenhills,E0823010,->SE,Stop No. 2457,BCT,8230DB002457,710824,729845
15569,St.James's Road (Limekiln Avenue),Greenhills,E0823010,->NW,Stop No. 2458,BCT,8230DB002458,710818,729835
15571,St.James's Rd (St.Brenda's Crescent),Greenhills,E0823010,->E,Stop No. 2460,BCT,8230DB002460,710846,730392
15571,St.James's Rd (St.Brenda's Crescent),Greenhills,E0823010,->SW2,Stop No. 2455,BCT,8230DB002455,710804,730330
15572,Saint James's Road (St.Conleth's Rd),Greenhills,E0823010,->E,Stop No. 2461,BCT,8230DB002461,711106,730460
15572,Saint James's Road (St.Conleth's Rd),Greenhills,E0823010,->W,Stop No. 2454,BCT,8230DB002454,711149,730450
15573,Saint Peter's Road (Saint James's Road),Walkinstown,E0822004,->SE,Stop No. 2453,BCT,8230DB002453,711242,730695
15574,Firhouse Road (Knocklyon Avenue),Knocklyon,E0823008,->SW,Stop No. 2518,BCT,8230DB002518,711717,727786
15575,Firhouse Road (Ballycullen Road),Firhouse,E0823002,->SW,Stop No. 2520,BCT,8230DB002520,711175,727493
15576,Firhouse Road (Monalea/Woodlawn Park),Firhouse,E0823002,->SW1,Stop No. 2545,BCT,8230DB002545,711053,727408
15576,Firhouse Road (Monalea/Woodlawn Park),Firhouse,E0823002,->SW2,Stop No. 2521,BCT,8230DB002521,710962,727337
15577,Dodder Valley Park,Knocklyon,E0823008,->W,Stop No. 2517,BCT,8230DB002517,712018,727866
15578,Saint Peter's Road (Walkinstown Roundabout),Walkinstown,E0822004,->SE1,Stop No. 2452,BCT,8230DB002452,711130,730844
15578,Saint Peter's Road (Walkinstown Roundabout),Walkinstown,E0822004,->SE2,Stop No. 2463,BCT,8230DB002463,711197,730747
15579,Knocklyon Road,Knocklyon,E0823008,->SW,Stop No. 2515,BCT,8230DB002515,712479,728108
15580,Firhouse Road (Pine Grove),Knocklyon,E0823008,->SW,Stop No. 2516,BCT,8230DB002516,712306,727981
15581,Castletymon Green,Tymon North,E0823009,->SW,Stop No. 2424,BCT,8230DB002424,710580,728489
15582,Tymon Park Road,Tallaght,E0823018,->N,Stop No. 2425,BCT,8230DB002425,710446,727986
15583,Church of Saint Agnus,Tallaght,E0823018,->N,Stop No. 2426,BCT,8230DB002426,710478,728270
15584,Aongus Estate,Tymon North,E0823009,->N,Stop No. 2427,BCT,8230DB002427,710605,728582
15585,Tymon Park,Tymon North,E0823009,->NW,Stop No. 2428,BCT,8230DB002428,710420,728840
15585,Tymon Park,Tymon North,E0823009,->SE,Stop No. 2423,BCT,8230DB002423,710457,728833
15586,Kimmage Road West,Kimmage,E0822010,->E,Stop No. 2436,BCT,8230DB002436,712683,730604
15586,Kimmage Road West,Kimmage,E0822010,->NW,Stop No. 2414,BCT,8230DB002414,712573,730632
15587,Royston Village,Walkinstown,E0822004,->NW,Stop No. 2415,BCT,8230DB002415,712375,730737
15588,Tymon North Road,Tymon North,E0823009,->SE,Stop No. 2421,BCT,8230DB002421,710224,728984
15589,Greenhills Park,Greenhills,E0823010,->N,Stop No. 2446,BCT,8230DB002446,710620,729959
15589,Greenhills Park,Greenhills,E0823010,->E,Stop No. 2445,BCT,8230DB002445,710643,729934
15590,Castle Lawns Estate,Tallaght,E0823018,->S,Stop No. 2447,BCT,8230DB002447,710489,728246
15591,Westbrook,Crumlin,E0822009,->SE,Stop No. 2435,BCT,8230DB002435,712527,730663
15592,Tymon North School,Tymon North,E0823009,->NW,Stop No. 2429,BCT,8230DB002429,710223,728970
15593,Kimmage Road West,Crumlin,E0822009,->SE,Stop No. 2434,BCT,8230DB002434,712203,730851
15594,Glenview Park,Tallaght,E0823018,->N1,Stop No. 2554,BCT,8230DB002554,710712,727812
15595,Bancroft Road,Tallaght,E0823018,->W,Stop No. 2555,BCT,8230DB002555,710042,727761
15596,Tallaght Youth Centre,Tallaght,E0823018,->W,Stop No. 2556,BCT,8230DB002556,709645,727690
15598,M50 Flyover,Tallaght,E0823018,->SW,Stop No. 2553,BCT,8230DB002553,711089,727893
15599,Knocklyon Avenue,Knocklyon,E0823008,->NE,Stop No. 2547,BCT,8230DB002547,711520,727685
15600,Firhouse Road (Opposite Knocklyon Avenue),Knocklyon,E0823008,->E,Stop No. 2548,BCT,8230DB002548,711870,727875
15602,Knockmore Estate,Jobstown,E0823005,->S,Stop No. 2566,BCT,8230DB002566,707042,726472
15603,Hazelgrove Court,Jobstown,E0823005,->N,Stop No. 4928,BCT,8230DB004928,707051,726300
15603,Hazelgrove Court,Jobstown,E0823005,->S,Stop No. 2567,BCT,8230DB002567,707065,726251
15605,Donomore Estate,Oldbawn,E0823006,->SW,Stop No. 2560,BCT,8230DB002560,708060,726066
15606,Church,South Dublin,E0823032,->NW,Stop No. 2529,BCT,8230DB002529,709405,724925
15607,Cemetery,South Dublin,E0823032,->SW,Stop No. 2528,BCT,8230DB002528,709450,725311
15607,Cemetery,South Dublin,E0823032,->NE,Stop No. 2530,BCT,8230DB002530,709457,725347
15608,Old Bawn Road (Bohernabreena),Oldbawn,E0823006,->NW,Stop No. 2532,BCT,8230DB002532,709752,726292
15608,Old Bawn Road (Bohernabreena),Oldbawn,E0823006,->SE,Stop No. 2540,BCT,8230DB002540,709785,726289
15609,Dodder Lawn,Firhouse,E0823002,->SW,Stop No. 2523,BCT,8230DB002523,710120,726464
15610,Firhouse Road (Ballycullen Drive),Firhouse,E0823002,->SW,Stop No. 2524,BCT,8230DB002524,710250,726601
15611,Cottages,Oldcourt,E0823029,->S,Stop No. 2527,BCT,8230DB002527,709596,725713
15612,Kiltipper Road,Tallaght,E0823018,->SE,Stop No. 2539,BCT,8230DB002539,709627,726395
15613,Glencarrig Court,Firhouse,E0823002,->NE,Stop No. 2542,BCT,8230DB002542,709949,726353
15614,Woodlawn Estate,Firhouse,E0823002,->NE,Stop No. 2544,BCT,8230DB002544,710703,727247
15615,Old Bawn Road (Seskin View Road),Tallaght,E0823018,->S,Stop No. 2538,BCT,8230DB002538,709434,726943
15615,Old Bawn Road (Seskin View Road),Tallaght,E0823018,->N,Stop No. 2535,BCT,8230DB002535,709438,726888
15616,Ailsbury Estate,Oldbawn,E0823006,->NW,Stop No. 2533,BCT,8230DB002533,709529,726507
15617,Old Bawn Road (Old Bawn Terrace),Oldbawn,E0823006,->N,Stop No. 2534,BCT,8230DB002534,709483,726658
15618,Peamount Hospital,Newcastle (South Dublin),E0823012,->SW,Stop No. 3389,BCT,8230DB003389,701267,730573
15618,Peamount Hospital,Newcastle (South Dublin),E0823012,->NE,Stop No. 3409,BCT,8230DB003409,701278,730598
15619,Cross Road,Newcastle (South Dublin),E0823012,->SW,Stop No. 3390,BCT,8230DB003390,700736,730278
15620,Westmanstown,Newcastle (South Dublin),E0823012,->SW,Stop No. 3392,BCT,8230DB003392,700265,729716
15620,Westmanstown,Newcastle (South Dublin),E0823012,->NE,Stop No. 3410,BCT,8230DB003410,700229,729675
15621,Cornerpark,Newcastle (South Dublin),E0823012,->SW,Stop No. 3393,BCT,8230DB003393,700009,729230
15621,Cornerpark,Newcastle (South Dublin),E0823012,->NE,Stop No. 3405,BCT,8230DB003405,699986,729196
15622,Peamount Road,Newcastle (South Dublin),E0823012,->W,Stop No. 3387,BCT,8230DB003387,702188,730900
15622,Peamount Road,Newcastle (South Dublin),E0823012,->E,Stop No. 3411,BCT,8230DB003411,702119,730872
15623,Kilcarberry,Clondalkin,E0823022,->W,Stop No. 3383,BCT,8230DB003383,703573,730929
15624,Ballybane Pitch and Putt,Clondalkin,E0823022,->E,Stop No. 3414,BCT,8230DB003414,703218,731099
15624,Ballybane Pitch and Putt,Clondalkin,E0823022,->W,Stop No. 3384,BCT,8230DB003384,703271,731044
15625,Nangor Road,Newcastle (South Dublin),E0823012,->W,Stop No. 3385,BCT,8230DB003385,702729,730980
15626,Peamount Road (Nangor Road),Newcastle (South Dublin),E0823012,->W,Stop No. 3386,BCT,8230DB003386,702399,730959
15626,Peamount Road (Nangor Road),Newcastle (South Dublin),E0823012,->E,Stop No. 3412,BCT,8230DB003412,702494,731036
15627,Newcastle Manor,Newcastle (South Dublin),E0823012,->SE,Stop No. 3399,BCT,8230DB003399,700527,728367
15627,Newcastle Manor,Newcastle (South Dublin),E0823012,->N,Stop No. 3400,BCT,8230DB003400,700624,728294
15628,Newcastle,Newcastle (South Dublin),E0823012,->N,Stop No. 3401,BCT,8230DB003401,700405,728554
15628,Newcastle,Newcastle (South Dublin),E0823012,->S,Stop No. 3398,BCT,8230DB003398,700415,728589
15629,Orchard Grove Estate,Newcastle (South Dublin),E0823012,->W,Stop No. 3402,BCT,8230DB003402,700178,728755
15629,Orchard Grove Estate,Newcastle (South Dublin),E0823012,->E,Stop No. 3397,BCT,8230DB003397,700211,728759
15630,Newcastle Village,Newcastle (South Dublin),E0823012,->E,Stop No. 3396,BCT,8230DB003396,700027,728768
15630,Newcastle Village,Newcastle (South Dublin),E0823012,->W,Stop No. 3403,BCT,8230DB003403,699947,728769
15631,Peamount Road,Newcastle (South Dublin),E0823012,->N,Stop No. 3404,BCT,8230DB003404,699905,728900
15631,Peamount Road,Newcastle (South Dublin),E0823012,->S,Stop No. 3394,BCT,8230DB003394,699912,728856
15633,Greenfield Park Estate,Knocklyon,E0823008,->S,Stop No. 3007,BCT,8230DB003007,711304,726395
15633,Greenfield Park Estate,Knocklyon,E0823008,->N,Stop No. 6326,BCT,8230DB006326,711294,726367
15635,Grange Road (Hermitage Avenue),Rathfarnham,E0823016,->N,Stop No. 2991,BCT,8230DB002991,714734,727270
15635,Grange Road (Hermitage Avenue),Rathfarnham,E0823016,->S,Stop No. 2966,BCT,8230DB002966,714759,727211
15636,The Priory,Rathfarnham,E0823016,->SE,Stop No. 7068,BCT,8230DB007068,714621,727417
15636,The Priory,Rathfarnham,E0823016,->NW,Stop No. 2992,BCT,8230DB002992,714610,727413
15638,Ballycullen Avenue,Firhouse,E0823002,->SE,Stop No. 3004,BCT,8230DB003004,710644,727043
15639,Saint Mary's Church,Lucan,E0823011,->SW,Stop No. 3365,BCT,8230DB003365,703893,735519
15639,Saint Mary's Church,Lucan,E0823011,->NE,Stop No. 3374,BCT,8230DB003374,703871,735516
15640,Nangor Road,Clondalkin,E0823022,->W,Stop No. 3376,BCT,8230DB003376,706084,731328
15641,Cherrywood Villas,Nangor,E0823024,->E,Stop No. 3423,BCT,8230DB003423,706097,731354
15641,Cherrywood Villas,Nangor,E0823024,->SW,Stop No. 3377,BCT,8230DB003377,705895,731257
15642,Cherrywood Villas,Clondalkin,E0823022,->SW,Stop No. 3378,BCT,8230DB003378,705617,731109
15643,Lucan Heights,Lucan,E0823011,->SW,Stop No. 3366,BCT,8230DB003366,703750,735351
15643,Lucan Heights,Lucan,E0823011,->NE,Stop No. 3373,BCT,8230DB003373,703720,735340
15645,Finnstown Abbey,Lucan,E0823011,->E,Stop No. 3368,BCT,8230DB003368,703247,733823
15646,Finnstown Abbey Estate,Adamstown (South Dublin),E0823025,->W,Stop No. 3370,BCT,8230DB003370,703329,733821
15647,Cheeverstown,Tallaght,E0823018,->SW,Stop No. 3429,BCT,8230DB003429,706183,729669
15648,Millrace Estate,Saggart,E0823017,->E,Stop No. 3454,BCT,8230DB003454,703516,726828
15648,Millrace Estate,Saggart,E0823017,->W,Stop No. 3435,BCT,8230DB003435,703490,726828
15649,Bushfield,Tallaght,E0823018,->SW,Stop No. 3428,BCT,8230DB003428,706706,730194
15650,Fonthill Road South (Naas Rd),Clondalkin,E0823022,->SE,Stop No. 3425,BCT,8230DB003425,707155,730493
15651,Saggart Road,Saggart,E0823017,->S,Stop No. 3426,BCT,8230DB003426,703958,727013
15652,Naas Road,Tallaght,E0823018,->W,Stop No. 3427,BCT,8230DB003427,707160,730344
15653,Main St (Hillview),Rathcoole (South Dublin),E0823015,->E1,Stop No. 3444,BCT,8230DB003444,701710,726737
15654,Fitzmaurice Road,Rathcoole (South Dublin),E0823015,->E1,Stop No. 3449,BCT,8230DB003449,702714,727028
15654,Fitzmaurice Road,Rathcoole (South Dublin),E0823015,->E,Stop No. 3437,BCT,8230DB003437,702655,727025
15655,Main Street (Maple Grove),Rathcoole (South Dublin),E0823015,->NE,Stop No. 3448,BCT,8230DB003448,702494,726936
15655,Main Street (Maple Grove),Rathcoole (South Dublin),E0823015,->SW,Stop No. 3439,BCT,8230DB003439,702485,726926
15656,Cherrywood Drive,Nangor,E0823024,->NE,Stop No. 3422,BCT,8230DB003422,705815,731238
15657,Cross Roads,Newcastle (South Dublin),E0823012,->NE,Stop No. 3408,BCT,8230DB003408,700653,730175
15658,Peamount Road (Opp Westmanstown),Newcastle (South Dublin),E0823012,->NE,Stop No. 3406,BCT,8230DB003406,700108,729458
15659,Keeloges,Newcastle (South Dublin),E0823012,->NE,Stop No. 3407,BCT,8230DB003407,700566,730060
15660,Castlegrange Square,Nangor,E0823024,->E,Stop No. 3419,BCT,8230DB003419,704997,731171
15661,Nangor Road (Old Church Drive),Nangor,E0823024,->W,Stop No. 3379,BCT,8230DB003379,705265,731017
15661,Nangor Road (Old Church Drive),Nangor,E0823024,->E,Stop No. 3420,BCT,8230DB003420,705254,731024
15662,Nangor Road,Nangor,E0823024,->NE,Stop No. 3421,BCT,8230DB003421,705602,731115
15663,Grangecastle Golf Club,Nangor,E0823024,->E,Stop No. 3417,BCT,8230DB003417,704254,730928
15664,Baldonnell Road,Nangor,E0823024,->E,Stop No. 3413,BCT,8230DB003413,702604,731038
15665,Grange Castle Golf Course,Nangor,E0823024,->E,Stop No. 3415,BCT,8230DB003415,703605,730936
15666,Kilcarberry Park,Nangor,E0823024,->E,Stop No. 3416,BCT,8230DB003416,703844,730898
15667,Kingswood Avenue,Tallaght,E0823018,->S,Stop No. 2766,BCT,8230DB002766,708926,729498
15668,Newlands Golf Club,Tallaght,E0823018,->NW,Stop No. 2762,BCT,8230DB002762,707320,730199
15669,Belgard Castle,Tallaght,E0823018,->SE,Stop No. 2763,BCT,8230DB002763,707542,729940
15670,Ballymount Road,Tallaght,E0823018,->SW,Stop No. 2740,BCT,8230DB002740,708174,729427
15670,Ballymount Road,Tallaght,E0823018,->NE,Stop No. 2764,BCT,8230DB002764,708193,729460
15671,Community Centre,Tallaght,E0823018,->SE,Stop No. 2765,BCT,8230DB002765,708736,729773
15672,Willbrook Road  (Opp Boden Wood),Willbrook,E0823020,->S,Stop No. 2921,BCT,8230DB002921,714039,728139
15673,Ballyboden Road (Fonthill Road),Willbrook,E0823020,->S,Stop No. 2922,BCT,8230DB002922,713977,727899
15674,Willowbank Drive,Willbrook,E0823020,->SW,Stop No. 2923,BCT,8230DB002923,713894,727681
15675,Cuerton House,Willbrook,E0823020,->SW,Stop No. 2924,BCT,8230DB002924,713750,727526
15676,Willbrook Road (near Whitechurch Road),Rathfarnham,E0823016,->S,Stop No. 2920,BCT,8230DB002920,714170,728425
15676,Willbrook Road (near Whitechurch Road),Rathfarnham,E0823016,->NE,Stop No. 2946,BCT,8230DB002946,714177,728503
15677,Educational Company of Ireland,Greenhills,E0823010,->E,Stop No. 2771,BCT,8230DB002771,710438,730866
15678,Ballymount Square,Greenhills,E0823010,->W,Stop No. 6083,BCT,8230DB006083,710791,730938
15678,Ballymount Square,Greenhills,E0823010,->E,Stop No. 2773,BCT,8230DB002773,710792,730951
15679,Rathfarnham Court House,Rathfarnham,E0823016,->SW,Stop No. 2919,BCT,8230DB002919,714297,728663
15681,Ard Mhuire School,Tallaght,E0823018,->SW,Stop No. 2743,BCT,8230DB002743,707573,728787
15682,Belgard Green,Tallaght,E0823018,->S,Stop No. 2745,BCT,8230DB002745,707451,728247
15683,Saint Mark's School,Tallaght,E0823018,->N,Stop No. 2752,BCT,8230DB002752,707487,727954
15683,Saint Mark's School,Tallaght,E0823018,->S,Stop No. 2746,BCT,8230DB002746,707508,727995
15684,Cookstown Road,Tallaght,E0823018,->SW,Stop No. 2741,BCT,8230DB002741,708079,729227
15685,Sylvan Drive,Tallaght,E0823018,->N,Stop No. 2737,BCT,8230DB002737,708910,729544
15686,Kingswood Community Centre,Tallaght,E0823018,->NW,Stop No. 2738,BCT,8230DB002738,708821,729698
15687,Saint Killian's School,Tallaght,E0823018,->NE,Stop No. 2739,BCT,8230DB002739,708629,729790
